"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_13_unicycler.faa_1_1",13,2,0,8,0,0,2,2,2
"bin_13_unicycler.faa_1_10",62,75,24,49,49,40,0,26,7
"bin_13_unicycler.faa_1_100",9,8,1,6,2,20,1,0,4
"bin_13_unicycler.faa_1_101",22,18,16,12,9,71,5,8,10
"bin_13_unicycler.faa_1_102",48,53,57,39,10,180,18,26,6
"bin_13_unicycler.faa_1_103",22,18,11,25,6,54,6,6,3
"bin_13_unicycler.faa_1_104",57,80,72,92,35,244,42,28,30
"bin_13_unicycler.faa_1_105",102,104,46,56,44,171,20,36,35
"bin_13_unicycler.faa_1_106",82,172,84,113,45,298,44,37,44
"bin_13_unicycler.faa_1_107",240,714,286,551,81,681,108,127,85
"bin_13_unicycler.faa_1_108",4,7,0,0,7,0,0,1,2
"bin_13_unicycler.faa_1_109",0,15,1,5,2,6,0,1,7
"bin_13_unicycler.faa_1_11",32,60,24,47,4,64,6,4,18
"bin_13_unicycler.faa_1_110",32,29,11,32,6,24,16,2,6
"bin_13_unicycler.faa_1_111",4,6,14,10,10,10,4,0,8
"bin_13_unicycler.faa_1_112",697,1542,695,1336,201,1435,182,179,248
"bin_13_unicycler.faa_1_113",437,692,324,621,123,513,120,141,215
"bin_13_unicycler.faa_1_114",5,0,0,0,8,2,0,0,6
"bin_13_unicycler.faa_1_115",20,10,0,14,8,10,0,2,2
"bin_13_unicycler.faa_1_116",14,1,3,31,4,4,2,2,2
"bin_13_unicycler.faa_1_117",40,40,19,17,4,3,0,2,12
"bin_13_unicycler.faa_1_118",10,8,0,8,0,5,0,2,6
"bin_13_unicycler.faa_1_119",14,8,6,2,1,0,0,0,0
"bin_13_unicycler.faa_1_12",107,28,26,32,8,34,27,8,21
"bin_13_unicycler.faa_1_120",26,16,5,6,2,0,0,2,0
"bin_13_unicycler.faa_1_121",4,7,4,22,6,4,0,0,2
"bin_13_unicycler.faa_1_122",112,146,97,57,16,48,14,24,17
"bin_13_unicycler.faa_1_123",293,237,234,195,25,95,14,40,40
"bin_13_unicycler.faa_1_124",22,16,22,12,3,14,0,0,4
"bin_13_unicycler.faa_1_125",40,107,55,86,23,123,29,18,19
"bin_13_unicycler.faa_1_126",59,82,55,77,20,108,9,20,18
"bin_13_unicycler.faa_1_127",18,9,36,8,6,12,0,0,0
"bin_13_unicycler.faa_1_128",786,1775,1105,1455,125,1102,133,193,337
"bin_13_unicycler.faa_1_129",1408,2181,1319,1720,177,1063,90,225,374
"bin_13_unicycler.faa_1_13",45,5,9,6,6,16,0,2,0
"bin_13_unicycler.faa_1_130",393,1340,264,1036,259,1449,139,173,172
"bin_13_unicycler.faa_1_131",26,67,10,48,10,57,7,2,15
"bin_13_unicycler.faa_1_132",47,50,7,45,4,37,4,0,7
"bin_13_unicycler.faa_1_133",199,236,90,203,24,260,30,23,74
"bin_13_unicycler.faa_1_134",2329,3732,1688,3378,465,5367,1110,481,785
"bin_13_unicycler.faa_1_135",252,566,245,526,87,385,88,77,134
"bin_13_unicycler.faa_1_136",336,679,318,605,126,605,80,126,160
"bin_13_unicycler.faa_1_137",46,64,19,28,41,142,60,15,14
"bin_13_unicycler.faa_1_138",11,16,5,31,9,39,16,5,10
"bin_13_unicycler.faa_1_139",19,47,13,37,24,189,57,16,45
"bin_13_unicycler.faa_1_14",34,34,20,22,8,17,0,6,8
"bin_13_unicycler.faa_1_140",140,271,99,182,108,694,101,70,118
"bin_13_unicycler.faa_1_141",2662,5074,1837,3388,465,1194,109,547,476
"bin_13_unicycler.faa_1_142",291,273,89,239,31,248,40,37,39
"bin_13_unicycler.faa_1_143",519,835,588,828,78,558,89,119,119
"bin_13_unicycler.faa_1_144",127,149,46,187,58,229,43,32,56
"bin_13_unicycler.faa_1_145",221,487,163,250,44,478,64,52,87
"bin_13_unicycler.faa_1_146",89,137,47,135,13,163,15,23,50
"bin_13_unicycler.faa_1_147",470,816,473,593,133,1165,139,141,140
"bin_13_unicycler.faa_1_148",26,73,29,53,7,58,6,18,1
"bin_13_unicycler.faa_1_149",2,1,0,2,0,10,0,0,3
"bin_13_unicycler.faa_1_15",12,20,11,23,14,4,2,4,6
"bin_13_unicycler.faa_1_150",32,19,2,14,10,10,2,4,4
"bin_13_unicycler.faa_1_151",2,6,3,2,3,1,0,2,2
"bin_13_unicycler.faa_1_152",10,2,0,4,5,4,0,0,0
"bin_13_unicycler.faa_1_153",1258,1861,1115,1443,281,2417,258,214,391
"bin_13_unicycler.faa_1_154",0,0,1,0,3,0,0,0,1
"bin_13_unicycler.faa_1_155",119,97,93,56,9,18,0,18,22
"bin_13_unicycler.faa_1_156",16,34,19,22,5,12,0,8,4
"bin_13_unicycler.faa_1_157",87,74,52,57,8,30,14,8,10
"bin_13_unicycler.faa_1_158",567,1243,556,1100,192,1023,92,84,166
"bin_13_unicycler.faa_1_159",1812,4418,753,3698,786,1786,337,495,972
"bin_13_unicycler.faa_1_16",14,8,2,10,0,0,0,1,1
"bin_13_unicycler.faa_1_160",4004,10818,1615,8010,990,1089,142,557,1522
"bin_13_unicycler.faa_1_161",1800,5372,822,4779,530,568,60,274,641
"bin_13_unicycler.faa_1_162",19098,97127,14744,77622,11271,24932,4195,7301,13318
"bin_13_unicycler.faa_1_163",677,1460,582,1208,169,455,35,122,209
"bin_13_unicycler.faa_1_164",1055,2165,508,1143,322,730,46,313,225
"bin_13_unicycler.faa_1_165",303,235,215,203,36,377,43,42,30
"bin_13_unicycler.faa_1_166",168,322,188,329,43,285,36,46,78
"bin_13_unicycler.faa_1_167",220,293,162,262,43,349,57,52,59
"bin_13_unicycler.faa_1_168",1796,2569,1285,2294,476,3495,453,585,688
"bin_13_unicycler.faa_1_169",2688,4255,2416,3524,648,5748,611,734,807
"bin_13_unicycler.faa_1_17",9,6,0,5,1,3,0,0,0
"bin_13_unicycler.faa_1_170",772,1387,610,1082,287,1435,250,270,109
"bin_13_unicycler.faa_1_171",349,439,281,400,102,411,64,131,40
"bin_13_unicycler.faa_1_172",1140,1886,1251,1304,287,1489,165,341,223
"bin_13_unicycler.faa_1_173",530,829,290,523,250,715,102,136,123
"bin_13_unicycler.faa_1_174",37,111,24,142,75,187,40,75,24
"bin_13_unicycler.faa_1_175",746,2147,830,1659,278,1876,279,207,657
"bin_13_unicycler.faa_1_176",25,104,15,81,23,71,14,15,30
"bin_13_unicycler.faa_1_177",149,515,114,381,150,1289,158,79,61
"bin_13_unicycler.faa_1_178",183,499,169,445,147,586,70,68,73
"bin_13_unicycler.faa_1_179",696,969,512,402,120,427,32,186,40
"bin_13_unicycler.faa_1_18",19,8,4,17,3,6,2,2,10
"bin_13_unicycler.faa_1_180",898,1814,856,1677,364,1388,371,334,266
"bin_13_unicycler.faa_1_181",3311,15462,4298,12324,3886,35510,4230,1621,1457
"bin_13_unicycler.faa_1_182",392,1518,394,1161,441,2446,215,190,121
"bin_13_unicycler.faa_1_183",249,952,242,503,322,1556,118,152,34
"bin_13_unicycler.faa_1_184",115,61,6,10,41,1794,175,18,0
"bin_13_unicycler.faa_1_185",66,89,48,65,10,134,34,14,21
"bin_13_unicycler.faa_1_186",66,124,54,142,43,149,19,20,32
"bin_13_unicycler.faa_1_187",3,0,0,0,0,4,0,0,0
"bin_13_unicycler.faa_1_188",10,6,0,0,1,2,0,0,0
"bin_13_unicycler.faa_1_189",23,3,0,0,0,6,0,0,0
"bin_13_unicycler.faa_1_19",380,758,480,591,149,397,74,59,135
"bin_13_unicycler.faa_1_190",8,4,12,8,9,4,2,0,0
"bin_13_unicycler.faa_1_191",212,239,127,184,73,264,59,68,41
"bin_13_unicycler.faa_1_192",48,78,7,52,24,194,35,28,15
"bin_13_unicycler.faa_1_193",68,169,65,156,38,302,76,39,32
"bin_13_unicycler.faa_1_194",1613,3864,1336,2682,606,5044,714,453,638
"bin_13_unicycler.faa_1_195",1214,2073,610,1786,229,1939,229,238,594
"bin_13_unicycler.faa_1_196",102,117,109,141,26,61,4,24,18
"bin_13_unicycler.faa_1_197",57,85,47,59,16,32,6,13,29
"bin_13_unicycler.faa_1_198",250,398,276,328,71,253,38,56,103
"bin_13_unicycler.faa_1_199",397,727,356,536,178,429,38,130,167
"bin_13_unicycler.faa_1_2",31,25,33,1,4,12,0,8,5
"bin_13_unicycler.faa_1_20",85,173,109,141,23,129,22,19,36
"bin_13_unicycler.faa_1_200",229,380,151,397,73,346,48,64,53
"bin_13_unicycler.faa_1_201",40,79,23,82,11,57,14,5,9
"bin_13_unicycler.faa_1_202",10,28,3,18,8,18,2,4,4
"bin_13_unicycler.faa_1_203",0,2,2,6,4,4,0,0,0
"bin_13_unicycler.faa_1_204",0,0,0,0,1,0,0,0,0
"bin_13_unicycler.faa_1_205",61,66,19,49,16,87,2,9,10
"bin_13_unicycler.faa_1_206",85,179,87,172,38,245,41,17,16
"bin_13_unicycler.faa_1_207",154,405,150,280,15,48,4,44,48
"bin_13_unicycler.faa_1_208",333,622,208,384,24,97,12,56,46
"bin_13_unicycler.faa_1_209",142,208,78,191,39,164,15,30,28
"bin_13_unicycler.faa_1_21",871,1545,1310,1467,238,607,115,434,779
"bin_13_unicycler.faa_1_210",90,147,46,128,11,167,14,22,38
"bin_13_unicycler.faa_1_211",269,597,364,473,64,506,44,65,116
"bin_13_unicycler.faa_1_212",521,918,510,568,105,643,77,153,129
"bin_13_unicycler.faa_1_213",248,491,212,471,74,741,127,98,91
"bin_13_unicycler.faa_1_214",185,339,86,266,73,318,65,79,84
"bin_13_unicycler.faa_1_215",6,12,2,20,3,6,0,2,0
"bin_13_unicycler.faa_1_216",9,18,6,8,8,9,0,5,0
"bin_13_unicycler.faa_1_217",465,823,360,721,95,550,58,91,108
"bin_13_unicycler.faa_1_218",40,96,32,35,28,81,8,9,14
"bin_13_unicycler.faa_1_219",10,37,19,10,4,41,9,6,1
"bin_13_unicycler.faa_1_22",7,3,3,5,0,0,0,0,0
"bin_13_unicycler.faa_1_220",226,392,297,265,46,357,55,63,76
"bin_13_unicycler.faa_1_221",403,684,283,427,97,509,114,177,82
"bin_13_unicycler.faa_1_222",2221,5592,1875,4566,606,3294,518,432,1238
"bin_13_unicycler.faa_1_223",208,624,135,454,97,377,52,68,204
"bin_13_unicycler.faa_1_224",655,1139,140,903,265,710,73,251,508
"bin_13_unicycler.faa_1_225",3635,2788,1911,1050,362,1601,77,860,178
"bin_13_unicycler.faa_1_226",1528,1797,1594,1389,215,1619,225,333,522
"bin_13_unicycler.faa_1_227",7,36,2,20,8,26,6,4,6
"bin_13_unicycler.faa_1_228",0,0,0,0,0,0,0,0,0
"bin_13_unicycler.faa_1_229",0,0,0,0,0,0,0,0,0
"bin_13_unicycler.faa_1_23",27,23,12,39,14,46,12,11,30
"bin_13_unicycler.faa_1_230",113,236,60,158,46,319,35,31,47
"bin_13_unicycler.faa_1_231",2,15,0,0,2,43,2,0,0
"bin_13_unicycler.faa_1_232",0,2,2,0,0,15,0,2,0
"bin_13_unicycler.faa_1_233",14,4,4,2,9,41,2,5,16
"bin_13_unicycler.faa_1_234",1,12,6,1,5,10,4,0,2
"bin_13_unicycler.faa_1_235",16,76,20,63,36,708,140,46,56
"bin_13_unicycler.faa_1_236",20,15,10,51,14,268,80,11,6
"bin_13_unicycler.faa_1_237",68,105,44,96,14,457,64,25,38
"bin_13_unicycler.faa_1_238",55,38,38,35,8,102,10,12,12
"bin_13_unicycler.faa_1_239",0,0,0,0,0,0,0,0,0
"bin_13_unicycler.faa_1_24",65,78,62,89,6,39,6,25,21
"bin_13_unicycler.faa_1_240",1,5,1,0,0,13,0,0,0
"bin_13_unicycler.faa_1_241",39,12,4,30,8,155,29,0,6
"bin_13_unicycler.faa_1_242",284,357,260,336,150,2691,388,109,114
"bin_13_unicycler.faa_1_243",78,129,62,124,27,146,26,34,24
"bin_13_unicycler.faa_1_244",109,295,113,201,53,392,29,51,65
"bin_13_unicycler.faa_1_245",247,563,269,569,80,764,140,125,118
"bin_13_unicycler.faa_1_246",162,840,158,728,93,1796,365,194,349
"bin_13_unicycler.faa_1_247",15,4,17,0,2,18,1,3,5
"bin_13_unicycler.faa_1_248",30,20,10,12,16,48,2,10,2
"bin_13_unicycler.faa_1_249",20,59,30,39,11,91,8,21,4
"bin_13_unicycler.faa_1_25",292,697,482,672,94,547,100,152,161
"bin_13_unicycler.faa_1_250",0,0,0,0,0,0,0,0,0
"bin_13_unicycler.faa_1_251",6,12,0,7,6,17,2,0,4
"bin_13_unicycler.faa_1_252",11,18,0,9,13,25,4,4,9
"bin_13_unicycler.faa_1_253",11,31,8,49,7,18,6,3,6
"bin_13_unicycler.faa_1_254",9,26,10,15,14,27,0,0,5
"bin_13_unicycler.faa_1_255",15,24,25,12,9,25,2,2,10
"bin_13_unicycler.faa_1_256",16,38,16,17,3,50,0,0,10
"bin_13_unicycler.faa_1_257",6,9,7,6,2,7,1,4,2
"bin_13_unicycler.faa_1_258",6,5,4,15,3,16,2,2,0
"bin_13_unicycler.faa_1_259",4,10,0,4,8,2,0,1,0
"bin_13_unicycler.faa_1_26",32,207,136,112,30,57,8,14,22
"bin_13_unicycler.faa_1_260",5,7,4,4,2,6,0,0,0
"bin_13_unicycler.faa_1_261",11,5,2,17,7,2,0,0,1
"bin_13_unicycler.faa_1_262",2,2,16,2,2,0,0,0,8
"bin_13_unicycler.faa_1_263",44,21,18,7,5,8,8,2,10
"bin_13_unicycler.faa_1_264",0,26,16,14,2,4,0,1,4
"bin_13_unicycler.faa_1_265",0,0,0,0,0,0,0,0,0
"bin_13_unicycler.faa_1_266",16,0,0,0,2,2,4,0,0
"bin_13_unicycler.faa_1_267",11,0,4,10,2,12,0,0,6
"bin_13_unicycler.faa_1_268",938,955,641,657,98,429,82,196,326
"bin_13_unicycler.faa_1_269",31,14,34,28,2,10,4,0,0
"bin_13_unicycler.faa_1_27",527,1627,1080,1396,571,1428,182,556,711
"bin_13_unicycler.faa_1_270",19,39,28,39,4,43,4,4,13
"bin_13_unicycler.faa_1_271",169,196,106,128,28,152,29,29,56
"bin_13_unicycler.faa_1_272",10,12,0,16,2,37,0,2,2
"bin_13_unicycler.faa_1_273",0,0,0,1,4,2,0,0,0
"bin_13_unicycler.faa_1_274",3108,1631,3268,1976,188,1274,260,395,869
"bin_13_unicycler.faa_1_275",110,156,74,105,20,113,14,24,39
"bin_13_unicycler.faa_1_276",11,20,14,22,14,29,8,2,12
"bin_13_unicycler.faa_1_277",1049,2473,1117,1695,485,3342,364,356,837
"bin_13_unicycler.faa_1_278",475,1285,371,1024,230,1053,161,170,169
"bin_13_unicycler.faa_1_279",113,265,108,240,32,67,14,27,55
"bin_13_unicycler.faa_1_28",12,130,59,105,38,36,0,23,15
"bin_13_unicycler.faa_1_280",68,51,30,35,12,29,10,5,5
"bin_13_unicycler.faa_1_281",392,346,224,349,47,302,42,41,58
"bin_13_unicycler.faa_1_282",702,909,447,835,168,728,67,145,118
"bin_13_unicycler.faa_1_283",165,196,65,151,47,228,23,34,7
"bin_13_unicycler.faa_1_284",131,115,44,164,32,144,58,37,39
"bin_13_unicycler.faa_1_285",731,898,360,726,225,1416,295,266,230
"bin_13_unicycler.faa_1_286",94,138,70,132,45,240,46,63,30
"bin_13_unicycler.faa_1_287",822,2015,739,1556,599,4623,517,500,309
"bin_13_unicycler.faa_1_288",12,11,0,6,10,3,0,0,0
"bin_13_unicycler.faa_1_289",1,0,0,0,0,0,0,0,0
"bin_13_unicycler.faa_1_29",22,8,16,10,12,16,2,0,12
"bin_13_unicycler.faa_1_290",415,544,228,392,86,242,35,64,75
"bin_13_unicycler.faa_1_291",1391,2035,992,1733,319,1236,223,430,399
"bin_13_unicycler.faa_1_292",67,108,34,62,12,75,36,23,16
"bin_13_unicycler.faa_1_293",241,369,139,254,101,273,45,50,72
"bin_13_unicycler.faa_1_294",93,154,92,138,38,110,11,21,9
"bin_13_unicycler.faa_1_295",0,0,0,2,1,7,0,3,0
"bin_13_unicycler.faa_1_296",182,155,115,173,13,180,28,17,18
"bin_13_unicycler.faa_1_297",337,383,143,370,67,390,68,56,71
"bin_13_unicycler.faa_1_298",691,434,703,205,48,359,18,63,31
"bin_13_unicycler.faa_1_299",61,200,68,188,26,2795,390,138,122
"bin_13_unicycler.faa_1_3",41,65,46,68,17,77,21,20,8
"bin_13_unicycler.faa_1_30",37,10,30,4,8,10,0,6,0
"bin_13_unicycler.faa_1_300",39,154,59,185,24,2327,306,117,137
"bin_13_unicycler.faa_1_301",122,164,106,154,39,110,41,31,57
"bin_13_unicycler.faa_1_302",167,194,124,171,44,173,63,40,59
"bin_13_unicycler.faa_1_303",513,758,454,687,121,765,124,115,220
"bin_13_unicycler.faa_1_304",251,331,239,320,61,332,26,69,50
"bin_13_unicycler.faa_1_305",564,2003,439,1505,503,3312,471,348,511
"bin_13_unicycler.faa_1_306",1,19,10,8,6,10,10,2,0
"bin_13_unicycler.faa_1_307",36,33,17,21,13,24,1,7,0
"bin_13_unicycler.faa_1_308",182,314,140,320,46,174,60,34,50
"bin_13_unicycler.faa_1_309",83,181,53,134,25,71,10,11,4
"bin_13_unicycler.faa_1_31",16,4,6,10,7,4,0,0,2
"bin_13_unicycler.faa_1_310",127,301,84,264,38,157,22,55,30
"bin_13_unicycler.faa_1_311",99,285,95,231,41,169,22,44,51
"bin_13_unicycler.faa_1_312",1156,2884,877,2276,484,2712,398,593,531
"bin_13_unicycler.faa_1_313",429,745,224,662,183,660,149,258,162
"bin_13_unicycler.faa_1_314",351,993,355,725,168,1175,160,188,216
"bin_13_unicycler.faa_1_315",251,728,290,545,122,917,176,137,150
"bin_13_unicycler.faa_1_316",644,1538,532,1186,194,1589,226,238,243
"bin_13_unicycler.faa_1_317",254,406,168,303,71,653,54,117,40
"bin_13_unicycler.faa_1_318",85,157,80,118,20,112,18,26,31
"bin_13_unicycler.faa_1_319",23,26,8,21,9,126,26,2,4
"bin_13_unicycler.faa_1_32",2,1,1,7,0,0,0,0,2
"bin_13_unicycler.faa_1_320",69,79,40,93,16,67,2,10,22
"bin_13_unicycler.faa_1_321",187,366,183,277,27,81,6,42,56
"bin_13_unicycler.faa_1_322",171,350,204,300,56,284,44,83,65
"bin_13_unicycler.faa_1_323",157,371,199,239,51,196,24,60,55
"bin_13_unicycler.faa_1_324",7,9,6,0,0,2,0,4,0
"bin_13_unicycler.faa_1_325",227,565,292,517,69,343,48,90,40
"bin_13_unicycler.faa_1_326",306,303,395,275,56,232,30,114,32
"bin_13_unicycler.faa_1_327",115,186,113,193,36,134,26,37,26
"bin_13_unicycler.faa_1_328",210,330,132,321,68,170,28,28,26
"bin_13_unicycler.faa_1_329",208,278,140,250,35,143,21,37,69
"bin_13_unicycler.faa_1_33",14,61,13,25,15,107,24,8,6
"bin_13_unicycler.faa_1_330",5,13,2,2,2,2,0,0,0
"bin_13_unicycler.faa_1_331",289,771,417,766,166,618,74,91,110
"bin_13_unicycler.faa_1_332",111,416,120,387,96,1178,172,119,104
"bin_13_unicycler.faa_1_333",6,52,14,41,16,169,21,22,8
"bin_13_unicycler.faa_1_334",783,1612,907,1546,246,1254,179,281,235
"bin_13_unicycler.faa_1_335",250,458,164,296,79,365,20,98,42
"bin_13_unicycler.faa_1_336",544,955,299,398,165,693,37,187,101
"bin_13_unicycler.faa_1_337",80,88,45,101,14,84,18,20,34
"bin_13_unicycler.faa_1_338",26,6,0,8,17,19,4,0,1
"bin_13_unicycler.faa_1_339",47,408,65,332,113,427,102,68,75
"bin_13_unicycler.faa_1_34",15,41,34,31,17,86,17,24,17
"bin_13_unicycler.faa_1_340",125,324,101,267,138,381,126,98,105
"bin_13_unicycler.faa_1_341",0,5,0,2,0,5,5,0,0
"bin_13_unicycler.faa_1_342",206,269,191,231,31,172,70,33,84
"bin_13_unicycler.faa_1_343",18,16,17,12,4,44,0,6,10
"bin_13_unicycler.faa_1_344",49,126,38,108,72,454,78,43,52
"bin_13_unicycler.faa_1_345",54,33,25,51,13,109,13,21,31
"bin_13_unicycler.faa_1_346",773,1478,742,1166,181,1297,183,199,253
"bin_13_unicycler.faa_1_347",46,63,51,52,26,92,15,16,4
"bin_13_unicycler.faa_1_348",40,14,8,6,9,0,6,2,6
"bin_13_unicycler.faa_1_349",523,958,517,779,137,804,107,182,145
"bin_13_unicycler.faa_1_35",23,128,31,82,15,162,21,44,22
"bin_13_unicycler.faa_1_350",12,51,6,69,12,191,32,34,11
"bin_13_unicycler.faa_1_351",60,245,21,169,47,836,169,178,142
"bin_13_unicycler.faa_1_352",118,472,85,404,53,1231,176,207,170
"bin_13_unicycler.faa_1_353",33,162,19,105,16,414,31,60,46
"bin_13_unicycler.faa_1_354",48,188,52,169,17,439,47,66,63
"bin_13_unicycler.faa_1_355",210,616,209,418,152,1410,158,73,74
"bin_13_unicycler.faa_1_356",569,1273,657,1214,201,867,210,245,412
"bin_13_unicycler.faa_1_357",273,624,282,505,91,542,85,89,135
"bin_13_unicycler.faa_1_358",146,320,147,257,54,287,44,30,87
"bin_13_unicycler.faa_1_359",22,10,19,11,6,6,12,2,10
"bin_13_unicycler.faa_1_36",8,8,8,12,5,9,0,6,12
"bin_13_unicycler.faa_1_360",170,305,99,224,72,196,10,73,38
"bin_13_unicycler.faa_1_361",1121,1510,1213,1264,165,1011,133,218,428
"bin_13_unicycler.faa_1_362",0,2,2,0,2,6,0,0,2
"bin_13_unicycler.faa_1_363",0,0,2,0,1,0,0,0,0
"bin_13_unicycler.faa_1_364",2,2,0,2,0,0,0,0,0
"bin_13_unicycler.faa_1_365",3,11,4,14,8,16,2,23,4
"bin_13_unicycler.faa_1_366",10,0,8,4,2,2,0,2,0
"bin_13_unicycler.faa_1_367",77,182,55,131,8,79,8,27,22
