"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_25_unicycler.faa_1_1",12,32,22,18,4,0,0,6,1
"bin_25_unicycler.faa_1_10",2,8,0,10,7,4,0,11,8
"bin_25_unicycler.faa_1_100",0,0,1,0,2,0,0,0,0
"bin_25_unicycler.faa_1_101",0,6,0,12,2,0,0,0,0
"bin_25_unicycler.faa_1_102",59,62,83,51,6,23,6,24,46
"bin_25_unicycler.faa_1_103",145,368,242,258,26,77,2,95,149
"bin_25_unicycler.faa_1_104",101,211,116,128,8,39,6,39,130
"bin_25_unicycler.faa_1_105",75,164,152,82,27,54,4,56,71
"bin_25_unicycler.faa_1_106",65,163,143,84,21,39,0,40,69
"bin_25_unicycler.faa_1_107",36,69,48,63,11,14,8,9,20
"bin_25_unicycler.faa_1_108",21,17,11,15,6,0,0,15,5
"bin_25_unicycler.faa_1_109",4,2,2,0,4,0,0,0,0
"bin_25_unicycler.faa_1_11",47,20,12,28,9,6,0,22,18
"bin_25_unicycler.faa_1_110",6,0,0,0,2,0,0,0,0
"bin_25_unicycler.faa_1_111",143,298,283,227,31,125,14,140,282
"bin_25_unicycler.faa_1_112",189,457,487,313,42,116,6,154,180
"bin_25_unicycler.faa_1_113",26,228,204,112,15,56,5,51,135
"bin_25_unicycler.faa_1_114",4,14,16,30,6,2,0,4,2
"bin_25_unicycler.faa_1_115",36,113,70,65,5,23,0,10,24
"bin_25_unicycler.faa_1_116",21,55,27,39,2,8,2,19,26
"bin_25_unicycler.faa_1_117",66,120,76,84,2,27,2,50,99
"bin_25_unicycler.faa_1_118",75,249,118,124,2,16,2,37,86
"bin_25_unicycler.faa_1_119",15,44,30,20,4,12,0,16,27
"bin_25_unicycler.faa_1_12",10,27,2,52,8,2,0,28,29
"bin_25_unicycler.faa_1_120",9,32,16,26,3,8,0,6,8
"bin_25_unicycler.faa_1_121",94,188,128,104,27,40,6,50,155
"bin_25_unicycler.faa_1_122",40,39,16,24,11,0,0,12,11
"bin_25_unicycler.faa_1_123",55,78,62,34,18,2,3,26,11
"bin_25_unicycler.faa_1_124",14,16,0,3,3,4,0,7,4
"bin_25_unicycler.faa_1_125",5,7,4,0,6,2,0,0,4
"bin_25_unicycler.faa_1_126",23,37,35,24,3,16,0,9,15
"bin_25_unicycler.faa_1_127",42,31,79,37,12,21,9,40,47
"bin_25_unicycler.faa_1_128",36,44,58,30,2,14,4,8,13
"bin_25_unicycler.faa_1_129",20,45,23,35,21,4,1,14,36
"bin_25_unicycler.faa_1_13",128,75,14,32,10,14,2,78,188
"bin_25_unicycler.faa_1_130",4,20,28,2,0,12,0,12,14
"bin_25_unicycler.faa_1_131",22,16,19,31,3,3,0,7,12
"bin_25_unicycler.faa_1_132",103,144,111,97,28,29,2,33,68
"bin_25_unicycler.faa_1_133",8,19,20,17,1,2,4,2,4
"bin_25_unicycler.faa_1_134",14,17,12,24,0,4,0,7,8
"bin_25_unicycler.faa_1_135",120,212,168,142,33,50,4,79,102
"bin_25_unicycler.faa_1_136",93,84,88,69,14,12,6,29,50
"bin_25_unicycler.faa_1_137",42,30,19,19,14,12,2,22,44
"bin_25_unicycler.faa_1_138",1112,168,8625,2231,830,551,28210,8338,3702
"bin_25_unicycler.faa_1_139",26,22,38,58,7,16,6,18,44
"bin_25_unicycler.faa_1_14",157,111,36,74,21,29,4,135,226
"bin_25_unicycler.faa_1_140",2,5,2,0,0,0,0,2,6
"bin_25_unicycler.faa_1_141",8,29,20,15,2,10,0,10,10
"bin_25_unicycler.faa_1_142",25,50,36,36,7,8,0,10,12
"bin_25_unicycler.faa_1_143",6,6,12,8,2,0,0,2,10
"bin_25_unicycler.faa_1_144",8,6,8,14,0,2,0,4,10
"bin_25_unicycler.faa_1_145",4,4,6,2,0,2,0,2,8
"bin_25_unicycler.faa_1_146",20,61,45,30,14,2,4,10,32
"bin_25_unicycler.faa_1_147",17,15,17,23,11,6,0,6,18
"bin_25_unicycler.faa_1_148",6,2,2,3,2,4,0,0,6
"bin_25_unicycler.faa_1_149",13,81,60,51,22,4,0,14,23
"bin_25_unicycler.faa_1_15",171,97,25,86,2,20,2,107,172
"bin_25_unicycler.faa_1_150",22,60,14,24,11,5,6,11,19
"bin_25_unicycler.faa_1_151",2,18,4,5,3,0,0,0,0
"bin_25_unicycler.faa_1_152",20,20,12,34,10,10,2,6,20
"bin_25_unicycler.faa_1_153",2,3,4,11,2,0,6,0,2
"bin_25_unicycler.faa_1_154",6,17,16,18,3,2,0,2,10
"bin_25_unicycler.faa_1_155",3,4,8,0,2,0,0,2,0
"bin_25_unicycler.faa_1_156",29,28,18,10,4,10,0,4,20
"bin_25_unicycler.faa_1_157",8,4,10,2,2,2,0,3,0
"bin_25_unicycler.faa_1_158",89,132,94,84,24,10,8,31,96
"bin_25_unicycler.faa_1_159",7,7,4,2,4,2,0,5,4
"bin_25_unicycler.faa_1_16",6,6,8,6,2,6,0,4,10
"bin_25_unicycler.faa_1_160",30,18,14,22,14,6,0,11,16
"bin_25_unicycler.faa_1_161",66,46,19,34,4,25,0,56,148
"bin_25_unicycler.faa_1_162",6,1,0,0,4,0,0,2,0
"bin_25_unicycler.faa_1_163",10,0,0,2,5,2,0,2,0
"bin_25_unicycler.faa_1_164",22,74,16,68,9,10,2,12,30
"bin_25_unicycler.faa_1_165",31,69,55,35,8,11,2,26,56
"bin_25_unicycler.faa_1_166",11,4,1,11,5,4,0,5,5
"bin_25_unicycler.faa_1_167",0,0,0,0,0,0,0,0,0
"bin_25_unicycler.faa_1_168",0,0,0,0,0,0,0,0,0
"bin_25_unicycler.faa_1_169",4,0,0,0,3,0,0,0,0
"bin_25_unicycler.faa_1_17",0,2,4,6,8,2,0,4,2
"bin_25_unicycler.faa_1_170",3,6,7,4,2,3,0,4,2
"bin_25_unicycler.faa_1_171",504,585,642,500,77,193,57,209,398
"bin_25_unicycler.faa_1_172",16,17,18,16,1,3,3,4,6
"bin_25_unicycler.faa_1_173",66,139,132,84,14,31,1,41,67
"bin_25_unicycler.faa_1_174",39,40,27,26,8,0,4,14,22
"bin_25_unicycler.faa_1_175",34,35,15,22,9,8,4,10,1
"bin_25_unicycler.faa_1_176",46,103,67,71,17,14,0,45,42
"bin_25_unicycler.faa_1_177",4,9,10,4,2,2,0,5,15
"bin_25_unicycler.faa_1_178",2,22,18,12,10,5,0,15,14
"bin_25_unicycler.faa_1_179",0,8,0,4,0,0,0,6,0
"bin_25_unicycler.faa_1_18",82,92,43,49,4,10,4,10,10
"bin_25_unicycler.faa_1_180",24,65,14,30,3,0,0,24,53
"bin_25_unicycler.faa_1_181",40,53,61,46,13,6,8,25,48
"bin_25_unicycler.faa_1_182",45,50,41,60,22,15,0,12,34
"bin_25_unicycler.faa_1_183",279,346,417,310,23,112,12,111,438
"bin_25_unicycler.faa_1_184",39,46,28,35,5,2,0,21,27
"bin_25_unicycler.faa_1_185",79,85,84,43,19,25,0,22,47
"bin_25_unicycler.faa_1_186",34,77,55,36,8,14,4,29,34
"bin_25_unicycler.faa_1_187",84,149,207,125,18,30,8,58,80
"bin_25_unicycler.faa_1_188",4,14,2,18,2,0,0,8,2
"bin_25_unicycler.faa_1_189",34,42,34,25,5,11,8,10,30
"bin_25_unicycler.faa_1_19",4,4,2,8,0,0,0,2,0
"bin_25_unicycler.faa_1_190",1,0,3,3,1,0,0,4,2
"bin_25_unicycler.faa_1_191",32,32,22,9,7,2,0,7,12
"bin_25_unicycler.faa_1_192",108,190,224,195,26,77,4,165,254
"bin_25_unicycler.faa_1_193",5,2,0,1,0,0,0,0,0
"bin_25_unicycler.faa_1_194",6,5,0,9,1,2,0,0,0
"bin_25_unicycler.faa_1_195",0,8,0,0,2,2,0,0,8
"bin_25_unicycler.faa_1_196",5,9,4,10,6,4,4,1,6
"bin_25_unicycler.faa_1_197",0,10,4,9,3,0,0,0,0
"bin_25_unicycler.faa_1_198",0,0,0,1,0,0,0,0,1
"bin_25_unicycler.faa_1_199",13,33,27,20,4,8,0,3,31
"bin_25_unicycler.faa_1_2",24,20,28,18,2,0,0,0,0
"bin_25_unicycler.faa_1_20",2,8,12,4,4,0,0,2,0
"bin_25_unicycler.faa_1_200",59,126,85,96,10,32,0,49,148
"bin_25_unicycler.faa_1_201",38,86,63,81,8,9,4,44,106
"bin_25_unicycler.faa_1_202",6,18,18,19,0,4,4,6,23
"bin_25_unicycler.faa_1_203",26,57,71,47,6,14,4,17,99
"bin_25_unicycler.faa_1_204",8,10,12,17,0,0,0,6,10
"bin_25_unicycler.faa_1_205",8,0,1,0,0,0,0,0,0
"bin_25_unicycler.faa_1_206",12,8,2,0,7,0,0,2,0
"bin_25_unicycler.faa_1_207",6,2,2,0,0,0,0,0,0
"bin_25_unicycler.faa_1_208",54,33,20,10,2,6,0,10,8
"bin_25_unicycler.faa_1_209",18,4,6,12,4,0,0,2,8
"bin_25_unicycler.faa_1_21",13,8,12,2,4,0,0,2,0
"bin_25_unicycler.faa_1_210",14,20,36,22,4,0,0,14,7
"bin_25_unicycler.faa_1_211",47,15,4,27,4,0,0,9,10
"bin_25_unicycler.faa_1_212",0,0,0,0,0,0,0,0,0
"bin_25_unicycler.faa_1_213",0,0,0,0,0,0,0,0,0
"bin_25_unicycler.faa_1_214",9,2,0,0,0,0,0,0,2
"bin_25_unicycler.faa_1_215",22,21,3,12,1,16,4,8,6
"bin_25_unicycler.faa_1_216",96,60,50,73,13,26,0,17,14
"bin_25_unicycler.faa_1_217",2,0,2,0,0,0,0,0,0
"bin_25_unicycler.faa_1_218",22,23,30,16,11,6,0,6,14
"bin_25_unicycler.faa_1_219",40,32,26,26,4,6,0,6,6
"bin_25_unicycler.faa_1_22",13,12,6,1,3,0,0,3,4
"bin_25_unicycler.faa_1_220",54,100,82,60,16,28,0,34,51
"bin_25_unicycler.faa_1_221",0,0,0,2,0,0,0,0,0
"bin_25_unicycler.faa_1_222",46,46,191,31,2,1,0,5,31
"bin_25_unicycler.faa_1_223",20,23,52,31,2,4,0,5,17
"bin_25_unicycler.faa_1_224",12,14,31,6,0,0,0,2,7
"bin_25_unicycler.faa_1_225",12,4,0,1,2,0,0,0,0
"bin_25_unicycler.faa_1_226",4,9,22,6,0,2,0,0,8
"bin_25_unicycler.faa_1_227",10,10,25,10,2,0,0,2,8
"bin_25_unicycler.faa_1_228",20,17,46,14,6,6,0,8,18
"bin_25_unicycler.faa_1_229",34,10,12,2,0,4,0,4,2
"bin_25_unicycler.faa_1_23",13,19,9,25,5,2,0,4,6
"bin_25_unicycler.faa_1_230",65,89,37,96,8,10,4,28,29
"bin_25_unicycler.faa_1_231",47,76,96,81,1,13,2,23,26
"bin_25_unicycler.faa_1_232",127,164,169,85,10,17,6,35,58
"bin_25_unicycler.faa_1_233",28,30,2,16,0,4,0,9,59
"bin_25_unicycler.faa_1_234",6,15,13,2,2,2,0,3,6
"bin_25_unicycler.faa_1_235",18,23,26,14,4,10,0,6,14
"bin_25_unicycler.faa_1_236",21,17,24,20,3,4,0,0,16
"bin_25_unicycler.faa_1_237",18,25,6,21,0,4,0,2,8
"bin_25_unicycler.faa_1_238",20,88,43,37,14,8,2,8,32
"bin_25_unicycler.faa_1_239",58,241,100,115,26,18,1,42,60
"bin_25_unicycler.faa_1_24",10,6,5,12,0,0,0,12,8
"bin_25_unicycler.faa_1_240",10,22,23,11,0,7,2,8,13
"bin_25_unicycler.faa_1_241",52,40,38,37,6,18,0,12,8
"bin_25_unicycler.faa_1_242",2,0,12,2,0,2,0,0,0
"bin_25_unicycler.faa_1_243",127,243,256,179,46,57,8,56,144
"bin_25_unicycler.faa_1_244",55,73,57,57,15,6,0,10,39
"bin_25_unicycler.faa_1_245",19,61,38,27,5,8,0,12,25
"bin_25_unicycler.faa_1_246",39,95,110,106,18,22,4,30,39
"bin_25_unicycler.faa_1_247",60,205,150,113,23,32,12,60,94
"bin_25_unicycler.faa_1_248",74,165,126,94,33,60,4,100,124
"bin_25_unicycler.faa_1_249",34,58,86,56,12,15,0,17,50
"bin_25_unicycler.faa_1_25",19,18,16,22,4,0,0,2,0
"bin_25_unicycler.faa_1_250",34,79,95,59,12,10,2,20,34
"bin_25_unicycler.faa_1_251",14,6,32,21,4,6,0,9,8
"bin_25_unicycler.faa_1_252",16,16,6,13,4,7,4,4,10
"bin_25_unicycler.faa_1_253",6,18,4,4,17,0,0,2,8
"bin_25_unicycler.faa_1_254",0,0,0,0,0,0,0,0,0
"bin_25_unicycler.faa_1_255",0,5,0,4,1,0,0,0,9
"bin_25_unicycler.faa_1_256",4,4,0,0,1,3,0,0,0
"bin_25_unicycler.faa_1_257",8,28,32,20,10,5,4,3,7
