"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_5_unicycler.faa_1_1",0,0,0,0,0,5,0,2,8
"bin_5_unicycler.faa_1_10",0,0,0,0,0,0,0,0,2
"bin_5_unicycler.faa_1_100",4,0,0,0,0,2,4,8,6
"bin_5_unicycler.faa_1_1000",0,0,0,0,0,0,0,0,12
"bin_5_unicycler.faa_1_1001",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1002",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1003",0,0,0,0,0,2,0,2,8
"bin_5_unicycler.faa_1_1004",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1005",0,2,0,0,0,1,0,6,2
"bin_5_unicycler.faa_1_1006",0,0,0,0,0,0,4,4,4
"bin_5_unicycler.faa_1_1007",0,0,0,0,0,4,1,6,20
"bin_5_unicycler.faa_1_1008",0,1,0,2,0,0,0,0,4
"bin_5_unicycler.faa_1_1009",0,0,0,0,0,2,0,0,0
"bin_5_unicycler.faa_1_101",18,10,0,0,2,26,2,16,2
"bin_5_unicycler.faa_1_1010",2,10,0,12,6,32,0,24,13
"bin_5_unicycler.faa_1_1011",4,6,0,3,0,8,0,8,6
"bin_5_unicycler.faa_1_1012",8,9,0,11,0,4,0,5,10
"bin_5_unicycler.faa_1_1013",0,16,0,0,0,6,0,2,9
"bin_5_unicycler.faa_1_1014",4,30,0,8,0,4,0,4,25
"bin_5_unicycler.faa_1_1015",8,45,0,54,4,20,2,13,40
"bin_5_unicycler.faa_1_1016",0,4,0,0,0,4,6,2,4
"bin_5_unicycler.faa_1_1017",0,0,0,0,0,0,0,3,0
"bin_5_unicycler.faa_1_1018",2,0,0,8,0,0,0,2,8
"bin_5_unicycler.faa_1_1019",0,2,0,0,0,2,0,0,4
"bin_5_unicycler.faa_1_102",0,1,0,3,0,2,0,2,2
"bin_5_unicycler.faa_1_1020",2,0,0,0,0,4,0,8,2
"bin_5_unicycler.faa_1_1021",0,4,0,8,0,3,0,3,0
"bin_5_unicycler.faa_1_1022",4,13,0,4,0,18,0,35,38
"bin_5_unicycler.faa_1_1023",4,4,0,2,0,6,0,11,26
"bin_5_unicycler.faa_1_1024",0,0,0,0,0,0,0,0,4
"bin_5_unicycler.faa_1_1025",0,0,0,2,0,0,0,2,0
"bin_5_unicycler.faa_1_1026",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1027",0,0,0,0,2,0,0,0,0
"bin_5_unicycler.faa_1_1028",0,0,0,0,0,0,0,6,12
"bin_5_unicycler.faa_1_1029",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_103",9,34,0,18,4,16,0,18,17
"bin_5_unicycler.faa_1_1030",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1031",0,0,0,0,0,2,0,4,16
"bin_5_unicycler.faa_1_1032",0,0,0,0,0,0,0,1,0
"bin_5_unicycler.faa_1_1033",4,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1034",0,3,0,0,0,0,0,2,2
"bin_5_unicycler.faa_1_1035",24,66,0,42,4,28,10,107,184
"bin_5_unicycler.faa_1_1036",0,2,0,0,0,0,0,8,4
"bin_5_unicycler.faa_1_1037",0,0,0,0,0,2,0,0,0
"bin_5_unicycler.faa_1_1038",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1039",0,2,0,0,0,0,0,2,0
"bin_5_unicycler.faa_1_104",0,0,0,0,0,1,0,0,0
"bin_5_unicycler.faa_1_1040",4,4,0,2,2,4,0,4,4
"bin_5_unicycler.faa_1_1041",0,0,0,0,0,0,0,0,2
"bin_5_unicycler.faa_1_1042",2,10,0,6,2,4,0,2,4
"bin_5_unicycler.faa_1_1043",0,0,0,0,0,0,0,2,0
"bin_5_unicycler.faa_1_1044",0,0,0,0,0,0,0,2,4
"bin_5_unicycler.faa_1_1045",2,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1046",0,4,0,2,0,14,8,6,10
"bin_5_unicycler.faa_1_1047",2,6,0,6,0,8,4,10,16
"bin_5_unicycler.faa_1_1048",0,10,0,14,0,6,0,4,10
"bin_5_unicycler.faa_1_1049",6,4,0,0,0,0,4,12,10
"bin_5_unicycler.faa_1_105",22,80,0,39,14,251,9,229,315
"bin_5_unicycler.faa_1_1050",4,0,0,0,0,0,0,3,8
"bin_5_unicycler.faa_1_1051",2,4,0,0,0,2,0,4,2
"bin_5_unicycler.faa_1_1052",0,0,0,0,2,2,0,1,0
"bin_5_unicycler.faa_1_1053",0,6,0,10,0,4,0,6,18
"bin_5_unicycler.faa_1_1054",10,22,0,4,0,15,0,32,50
"bin_5_unicycler.faa_1_1055",2,4,0,0,0,4,0,10,0
"bin_5_unicycler.faa_1_1056",0,2,0,0,2,0,0,0,4
"bin_5_unicycler.faa_1_1057",4,16,0,12,0,4,0,9,31
"bin_5_unicycler.faa_1_1058",9,8,0,4,2,0,0,9,2
"bin_5_unicycler.faa_1_1059",1,5,0,0,0,4,0,3,1
"bin_5_unicycler.faa_1_106",0,0,0,0,0,2,0,2,0
"bin_5_unicycler.faa_1_1060",80,114,4,143,22,65,12,26,69
"bin_5_unicycler.faa_1_1061",0,0,0,0,0,2,0,2,3
"bin_5_unicycler.faa_1_1062",2,2,0,0,0,4,0,4,9
"bin_5_unicycler.faa_1_1063",0,8,0,0,6,8,0,4,2
"bin_5_unicycler.faa_1_1064",0,2,0,14,0,3,0,2,0
"bin_5_unicycler.faa_1_1065",0,4,0,0,0,5,0,3,0
"bin_5_unicycler.faa_1_1066",0,2,0,0,0,2,0,7,0
"bin_5_unicycler.faa_1_1067",2,4,0,0,0,2,0,0,0
"bin_5_unicycler.faa_1_1068",0,0,0,0,2,0,0,0,0
"bin_5_unicycler.faa_1_1069",2,0,0,0,0,4,0,0,6
"bin_5_unicycler.faa_1_107",2,0,0,0,0,2,0,10,2
"bin_5_unicycler.faa_1_1070",0,0,0,0,0,2,2,0,0
"bin_5_unicycler.faa_1_1071",0,0,0,0,0,0,0,0,0
"bin_5_unicycler.faa_1_1072",1,0,0,0,0,4,0,0,10
"bin_5_unicycler.faa_1_1073",0,0,0,0,2,0,0,0,0
"bin_5_unicycler.faa_1_1074",0,0,0,2,0,10,0,0,4
"bin_5_unicycler.faa_1_1075",0,4,0,0,2,0,0,0,0
"bin_5_unicycler.faa_1_1076",0,6,0,2,0,22,0,8,22
"bin_5_unicycler.faa_1_1077",0,0,0,0,0,0,0,4,10
"bin_5_unicycler.faa_1_1078",0,0,0,0,0,0,0,2,2
"bin_5_unicycler.faa_1_1079",0,2,0,0,0,4,0,9,12
