"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_2_unicycler.faa_1_1",1221,867,403,466,111,665,64,89,221
"bin_2_unicycler.faa_1_10",942,928,348,565,131,618,55,212,246
"bin_2_unicycler.faa_1_100",879,659,610,373,93,708,96,210,123
"bin_2_unicycler.faa_1_101",101,35,146,14,12,127,31,6,11
"bin_2_unicycler.faa_1_102",431,230,162,153,24,134,8,19,31
"bin_2_unicycler.faa_1_103",1015,643,295,413,65,438,36,124,179
"bin_2_unicycler.faa_1_104",593,288,131,240,45,139,14,113,123
"bin_2_unicycler.faa_1_105",1195,1033,339,520,131,840,44,260,345
"bin_2_unicycler.faa_1_106",609,542,160,299,54,375,41,105,143
"bin_2_unicycler.faa_1_107",180,187,49,111,20,86,5,46,110
"bin_2_unicycler.faa_1_108",1000,764,350,405,99,566,69,171,166
"bin_2_unicycler.faa_1_109",848,481,198,294,53,330,39,84,90
"bin_2_unicycler.faa_1_11",1551,1099,519,635,109,829,52,272,361
"bin_2_unicycler.faa_1_110",734,705,223,495,55,319,53,125,305
"bin_2_unicycler.faa_1_111",441,462,175,253,61,474,38,128,218
"bin_2_unicycler.faa_1_112",427,444,151,267,80,387,34,96,136
"bin_2_unicycler.faa_1_113",512,316,128,213,54,295,15,54,65
"bin_2_unicycler.faa_1_114",754,475,292,237,58,453,33,36,91
"bin_2_unicycler.faa_1_115",158,76,39,39,8,51,8,10,23
"bin_2_unicycler.faa_1_116",497,273,187,137,27,258,36,57,64
"bin_2_unicycler.faa_1_117",284,157,51,58,33,24,0,25,15
"bin_2_unicycler.faa_1_118",15,5,3,3,0,2,0,3,4
"bin_2_unicycler.faa_1_119",25,6,0,10,2,2,0,6,0
"bin_2_unicycler.faa_1_12",1565,677,495,353,52,618,47,115,112
"bin_2_unicycler.faa_1_120",37,9,2,18,4,0,0,6,4
"bin_2_unicycler.faa_1_121",39,28,14,22,6,5,0,8,2
"bin_2_unicycler.faa_1_122",3,0,0,3,0,0,0,0,0
"bin_2_unicycler.faa_1_123",5,7,0,6,0,2,0,0,6
"bin_2_unicycler.faa_1_124",59,22,12,27,4,2,0,0,2
"bin_2_unicycler.faa_1_125",26,23,6,8,6,6,0,5,5
"bin_2_unicycler.faa_1_126",5,2,0,0,0,0,0,1,0
"bin_2_unicycler.faa_1_127",0,2,0,0,2,0,0,0,0
"bin_2_unicycler.faa_1_128",11,4,3,7,2,2,0,0,1
"bin_2_unicycler.faa_1_129",36,6,9,11,2,1,0,0,1
"bin_2_unicycler.faa_1_13",1063,604,286,428,74,624,34,143,159
"bin_2_unicycler.faa_1_130",7,2,1,2,0,0,0,1,2
"bin_2_unicycler.faa_1_131",12,5,2,0,2,0,0,0,0
"bin_2_unicycler.faa_1_132",15,18,2,3,0,2,0,2,2
"bin_2_unicycler.faa_1_133",10,6,0,2,3,0,0,1,0
"bin_2_unicycler.faa_1_134",7,9,4,6,4,2,0,2,2
"bin_2_unicycler.faa_1_135",14,11,4,11,6,7,2,4,3
"bin_2_unicycler.faa_1_136",68,72,18,33,11,31,0,18,16
"bin_2_unicycler.faa_1_137",183,127,45,67,15,21,6,37,29
"bin_2_unicycler.faa_1_138",604,310,79,277,52,44,0,95,61
"bin_2_unicycler.faa_1_139",858,490,124,312,73,81,12,302,222
"bin_2_unicycler.faa_1_14",859,426,189,269,39,296,43,99,93
"bin_2_unicycler.faa_1_140",2,1,0,4,1,0,0,2,0
"bin_2_unicycler.faa_1_141",15,6,0,0,1,1,0,6,4
"bin_2_unicycler.faa_1_142",7,0,0,4,0,2,0,1,0
"bin_2_unicycler.faa_1_143",0,0,0,0,1,0,0,0,0
"bin_2_unicycler.faa_1_144",78,30,8,26,8,2,0,17,24
"bin_2_unicycler.faa_1_145",3,1,0,4,0,0,0,6,0
"bin_2_unicycler.faa_1_146",0,2,0,2,0,2,0,0,2
"bin_2_unicycler.faa_1_147",11,5,0,3,0,2,4,2,3
"bin_2_unicycler.faa_1_148",10,2,1,2,0,4,0,0,6
"bin_2_unicycler.faa_1_149",11,2,13,0,0,0,0,13,0
"bin_2_unicycler.faa_1_15",617,296,130,175,22,212,10,61,54
"bin_2_unicycler.faa_1_150",2004,1095,325,546,142,150,11,560,454
"bin_2_unicycler.faa_1_151",1153,578,150,374,84,114,17,267,282
"bin_2_unicycler.faa_1_152",623,296,107,89,13,58,4,57,21
"bin_2_unicycler.faa_1_153",1814,770,373,381,92,144,12,139,95
"bin_2_unicycler.faa_1_154",100,47,6,24,5,3,0,6,1
"bin_2_unicycler.faa_1_155",1044,422,173,258,31,29,0,40,37
"bin_2_unicycler.faa_1_156",113,36,45,49,2,4,0,22,35
"bin_2_unicycler.faa_1_157",17,12,0,3,6,2,3,2,8
"bin_2_unicycler.faa_1_158",78,51,26,42,0,10,0,25,18
"bin_2_unicycler.faa_1_159",4,3,0,3,1,0,0,0,0
"bin_2_unicycler.faa_1_16",405,256,90,117,28,160,10,25,51
"bin_2_unicycler.faa_1_160",9,3,0,2,0,0,0,2,2
"bin_2_unicycler.faa_1_161",7,0,0,0,2,0,0,8,8
"bin_2_unicycler.faa_1_162",6,4,4,0,0,2,0,4,1
"bin_2_unicycler.faa_1_163",11,5,10,4,0,0,0,5,3
"bin_2_unicycler.faa_1_164",5,1,0,0,1,0,0,0,0
"bin_2_unicycler.faa_1_165",3,1,0,4,1,0,0,1,3
"bin_2_unicycler.faa_1_166",10,2,0,0,0,0,0,4,6
"bin_2_unicycler.faa_1_167",4,0,0,0,0,0,0,0,0
"bin_2_unicycler.faa_1_168",22,11,4,6,3,9,0,2,9
"bin_2_unicycler.faa_1_169",30,7,4,28,0,2,0,9,8
"bin_2_unicycler.faa_1_17",573,365,125,186,36,211,31,73,119
"bin_2_unicycler.faa_1_170",8,4,3,0,2,0,0,4,1
"bin_2_unicycler.faa_1_171",18,13,4,10,2,6,0,10,2
