"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_19_unicycler.faa_1_1",23,1,6,6,0,0,0,0,0
"bin_19_unicycler.faa_1_10",76,2,1,2,0,0,0,0,0
"bin_19_unicycler.faa_1_100",96,2,0,0,2,0,0,0,0
"bin_19_unicycler.faa_1_101",0,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_102",14,0,4,0,0,0,0,0,0
"bin_19_unicycler.faa_1_103",67,4,8,4,4,0,0,0,0
"bin_19_unicycler.faa_1_104",9,0,2,0,0,0,0,0,0
"bin_19_unicycler.faa_1_105",73,10,0,6,0,0,0,0,0
"bin_19_unicycler.faa_1_106",10,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_107",66,8,10,0,0,0,0,2,0
"bin_19_unicycler.faa_1_108",319,428,387,356,248,294,47,93,47
"bin_19_unicycler.faa_1_109",77,30,16,16,53,10,0,4,4
"bin_19_unicycler.faa_1_11",28,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_110",48,7,6,9,6,4,2,3,0
"bin_19_unicycler.faa_1_111",43,2,0,4,0,0,0,0,0
"bin_19_unicycler.faa_1_112",92,8,0,0,4,0,0,0,0
"bin_19_unicycler.faa_1_113",39,0,6,0,0,0,0,0,0
"bin_19_unicycler.faa_1_114",90,2,4,2,0,0,0,6,0
"bin_19_unicycler.faa_1_115",2,2,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_116",23,1,0,18,2,0,0,0,0
"bin_19_unicycler.faa_1_117",18,4,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_118",36,0,0,0,2,0,0,0,0
"bin_19_unicycler.faa_1_119",16,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_12",28,2,0,6,0,0,0,0,0
"bin_19_unicycler.faa_1_120",6,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_121",20,2,4,0,0,0,0,0,0
"bin_19_unicycler.faa_1_122",18,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_123",7,8,0,0,2,0,0,0,0
"bin_19_unicycler.faa_1_124",40,0,1,7,2,0,0,0,0
"bin_19_unicycler.faa_1_125",120,8,0,4,2,2,0,2,0
"bin_19_unicycler.faa_1_126",0,0,0,0,0,0,0,2,0
"bin_19_unicycler.faa_1_13",20,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_14",19,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_15",57,0,0,0,4,0,0,0,0
"bin_19_unicycler.faa_1_16",36,2,0,6,0,0,0,0,0
"bin_19_unicycler.faa_1_17",124,8,2,8,0,0,0,0,2
"bin_19_unicycler.faa_1_18",107,6,2,6,0,0,0,0,0
"bin_19_unicycler.faa_1_19",20,6,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_2",54,4,0,11,0,0,0,0,0
"bin_19_unicycler.faa_1_20",49,10,6,4,3,0,0,0,0
"bin_19_unicycler.faa_1_21",56,6,0,0,2,0,0,2,0
"bin_19_unicycler.faa_1_22",107,14,0,6,0,0,0,1,0
"bin_19_unicycler.faa_1_23",70,8,0,2,2,0,0,0,0
"bin_19_unicycler.faa_1_24",40,2,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_25",10,1,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_26",6,2,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_27",115,6,0,0,4,0,0,2,0
"bin_19_unicycler.faa_1_28",122,12,8,0,2,0,0,0,0
"bin_19_unicycler.faa_1_29",23,2,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_3",12,0,0,4,0,0,0,0,0
"bin_19_unicycler.faa_1_30",50,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_31",18,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_32",40,6,0,2,0,0,0,0,0
"bin_19_unicycler.faa_1_33",0,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_34",117,8,4,4,2,0,0,2,2
"bin_19_unicycler.faa_1_35",63,0,8,4,0,0,0,0,0
"bin_19_unicycler.faa_1_36",134,8,2,8,0,0,0,0,0
"bin_19_unicycler.faa_1_37",8,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_38",42,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_39",53,2,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_4",35,2,0,4,0,0,0,0,0
"bin_19_unicycler.faa_1_40",1,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_41",12,0,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_42",12,2,0,0,0,0,0,0,0
"bin_19_unicycler.faa_1_43",200,6,14,0,4,0,0,0,0
