"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_7_unicycler.faa_1_1",6,6,10,9,0,0,0,0,0
"bin_7_unicycler.faa_1_10",10,10,6,16,2,0,0,0,0
"bin_7_unicycler.faa_1_100",44,73,72,57,18,0,0,0,0
"bin_7_unicycler.faa_1_101",15,17,15,13,1,0,0,0,0
"bin_7_unicycler.faa_1_102",160,280,129,181,26,0,0,0,0
"bin_7_unicycler.faa_1_103",124,376,133,159,17,0,4,0,0
"bin_7_unicycler.faa_1_104",24,63,51,72,13,0,0,0,0
"bin_7_unicycler.faa_1_105",427,601,511,386,40,2,0,0,8
"bin_7_unicycler.faa_1_106",43,47,54,75,18,0,0,0,0
"bin_7_unicycler.faa_1_107",12,24,4,0,0,0,0,0,0
"bin_7_unicycler.faa_1_108",4,0,10,4,0,0,0,0,0
"bin_7_unicycler.faa_1_109",49,97,36,72,16,2,0,0,0
"bin_7_unicycler.faa_1_11",46,39,17,26,2,0,0,0,0
"bin_7_unicycler.faa_1_110",171,231,149,145,14,0,0,0,0
"bin_7_unicycler.faa_1_111",55,98,49,93,17,0,0,0,0
"bin_7_unicycler.faa_1_112",74,212,118,180,17,0,0,0,2
"bin_7_unicycler.faa_1_113",2,0,2,1,1,0,0,0,0
"bin_7_unicycler.faa_1_114",4,8,6,6,5,0,0,0,0
"bin_7_unicycler.faa_1_115",2,4,0,4,8,0,0,0,0
"bin_7_unicycler.faa_1_116",0,0,0,0,0,0,0,0,0
"bin_7_unicycler.faa_1_117",2,6,5,2,2,0,0,0,0
"bin_7_unicycler.faa_1_118",163,294,133,224,69,0,0,0,2
"bin_7_unicycler.faa_1_119",91,158,61,83,30,0,0,0,0
"bin_7_unicycler.faa_1_12",34,42,21,45,2,0,0,0,0
"bin_7_unicycler.faa_1_120",54,136,88,51,8,0,0,0,0
"bin_7_unicycler.faa_1_121",34,61,46,38,6,2,0,0,0
"bin_7_unicycler.faa_1_122",173,197,90,185,37,2,0,0,1
"bin_7_unicycler.faa_1_123",161,285,290,249,35,0,0,0,1
"bin_7_unicycler.faa_1_124",123,189,134,148,29,0,0,0,2
"bin_7_unicycler.faa_1_125",119,132,112,121,37,0,0,2,0
"bin_7_unicycler.faa_1_126",152,334,206,245,33,0,0,0,0
"bin_7_unicycler.faa_1_127",98,188,156,138,19,0,0,0,0
"bin_7_unicycler.faa_1_128",30,80,43,46,14,0,0,0,0
"bin_7_unicycler.faa_1_129",35,39,16,35,8,1,0,0,2
"bin_7_unicycler.faa_1_13",3,2,0,0,0,0,0,0,0
"bin_7_unicycler.faa_1_130",48,56,41,30,5,0,0,0,0
"bin_7_unicycler.faa_1_131",115,202,100,138,38,0,0,0,0
"bin_7_unicycler.faa_1_132",129,165,88,129,27,0,0,0,2
"bin_7_unicycler.faa_1_133",16,21,14,2,2,0,0,0,0
"bin_7_unicycler.faa_1_134",4,6,2,0,0,0,0,0,0
"bin_7_unicycler.faa_1_135",25,50,28,38,10,0,0,0,0
"bin_7_unicycler.faa_1_136",85,80,72,54,7,0,0,0,0
"bin_7_unicycler.faa_1_137",131,195,125,146,23,0,0,0,2
"bin_7_unicycler.faa_1_138",60,67,61,83,4,0,0,0,0
"bin_7_unicycler.faa_1_139",65,82,58,87,15,0,0,0,0
"bin_7_unicycler.faa_1_14",3,1,4,0,2,0,0,0,0
"bin_7_unicycler.faa_1_140",110,130,96,93,34,0,0,0,0
"bin_7_unicycler.faa_1_141",48,71,48,54,19,0,0,0,0
"bin_7_unicycler.faa_1_142",21,47,36,39,9,0,0,0,0
"bin_7_unicycler.faa_1_143",26,49,37,47,9,0,0,0,2
"bin_7_unicycler.faa_1_144",33,64,46,42,2,0,0,0,0
"bin_7_unicycler.faa_1_145",75,148,40,82,24,0,0,0,0
"bin_7_unicycler.faa_1_146",41,31,19,24,12,0,0,0,0
"bin_7_unicycler.faa_1_147",97,239,79,132,31,0,0,0,0
"bin_7_unicycler.faa_1_148",47,86,20,31,15,2,0,0,0
"bin_7_unicycler.faa_1_149",20,52,38,56,9,0,0,0,0
"bin_7_unicycler.faa_1_15",6,8,2,0,2,0,0,0,0
"bin_7_unicycler.faa_1_150",176,285,140,294,44,2,0,0,0
"bin_7_unicycler.faa_1_151",44,73,30,28,11,0,0,0,0
"bin_7_unicycler.faa_1_152",65,73,44,58,14,0,0,0,0
"bin_7_unicycler.faa_1_153",205,351,169,219,53,0,0,0,4
"bin_7_unicycler.faa_1_154",38,87,24,53,22,0,0,0,0
"bin_7_unicycler.faa_1_155",24,45,12,24,11,0,0,0,0
"bin_7_unicycler.faa_1_156",73,120,36,54,38,2,0,0,0
"bin_7_unicycler.faa_1_157",28,73,4,25,12,0,0,0,0
"bin_7_unicycler.faa_1_158",92,114,75,87,16,0,0,0,0
"bin_7_unicycler.faa_1_159",50,124,106,70,21,0,0,0,0
"bin_7_unicycler.faa_1_16",2,0,2,0,0,0,0,0,0
"bin_7_unicycler.faa_1_160",26,45,14,32,10,0,0,0,0
"bin_7_unicycler.faa_1_161",10,7,7,10,7,0,0,0,0
"bin_7_unicycler.faa_1_162",5,0,2,0,0,0,0,0,0
"bin_7_unicycler.faa_1_163",4,2,6,0,2,0,0,0,0
"bin_7_unicycler.faa_1_164",9,5,4,0,0,0,0,0,0
"bin_7_unicycler.faa_1_165",0,1,0,4,0,0,0,0,0
"bin_7_unicycler.faa_1_166",0,4,11,0,2,0,0,0,0
"bin_7_unicycler.faa_1_167",0,2,1,0,1,0,0,0,0
