"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_18_operams.faa_1_1",68,98,33,47,17,150,14,91,164
"bin_18_operams.faa_1_10",5,1,0,4,1,7,0,4,3
"bin_18_operams.faa_1_100",0,7,4,0,0,14,0,0,9
"bin_18_operams.faa_1_101",10,10,0,4,0,23,10,8,16
"bin_18_operams.faa_1_102",23,51,2,17,5,39,7,65,37
"bin_18_operams.faa_1_103",4,9,0,2,0,7,0,15,13
"bin_18_operams.faa_1_104",0,2,0,0,2,4,0,7,2
"bin_18_operams.faa_1_105",3,2,0,0,1,4,0,4,0
"bin_18_operams.faa_1_106",0,0,0,1,0,2,0,7,7
"bin_18_operams.faa_1_107",0,2,0,0,0,3,0,13,6
"bin_18_operams.faa_1_108",2,2,6,2,2,23,0,11,6
"bin_18_operams.faa_1_109",8,8,6,12,2,11,0,26,24
"bin_18_operams.faa_1_11",12,25,2,3,0,20,1,25,25
"bin_18_operams.faa_1_110",0,3,3,0,0,3,0,8,6
"bin_18_operams.faa_1_111",0,1,0,4,0,4,0,7,0
"bin_18_operams.faa_1_112",16,28,4,3,6,21,3,20,24
"bin_18_operams.faa_1_113",5,2,0,4,1,8,0,10,13
"bin_18_operams.faa_1_114",0,2,0,0,0,8,0,3,4
"bin_18_operams.faa_1_115",4,2,0,0,2,2,0,3,6
"bin_18_operams.faa_1_116",7,11,10,0,2,12,0,9,36
"bin_18_operams.faa_1_117",0,3,0,6,0,2,0,11,4
"bin_18_operams.faa_1_118",10,17,18,16,2,15,0,15,22
"bin_18_operams.faa_1_119",4,7,12,2,0,13,0,7,20
"bin_18_operams.faa_1_12",27,33,17,17,0,39,4,22,29
"bin_18_operams.faa_1_120",2,3,0,4,4,16,0,5,2
"bin_18_operams.faa_1_121",4,2,2,18,2,15,10,22,23
"bin_18_operams.faa_1_122",6,4,0,12,1,13,8,11,2
"bin_18_operams.faa_1_123",0,2,0,4,0,6,0,3,6
"bin_18_operams.faa_1_124",0,2,1,0,0,1,0,4,0
"bin_18_operams.faa_1_125",4,4,0,0,0,12,0,15,6
"bin_18_operams.faa_1_126",4,6,0,0,0,7,0,17,8
"bin_18_operams.faa_1_127",0,0,0,0,0,4,0,7,0
"bin_18_operams.faa_1_128",8,2,0,14,2,0,0,4,8
"bin_18_operams.faa_1_129",4,0,0,0,0,2,0,8,0
"bin_18_operams.faa_1_13",18,24,1,29,2,37,4,23,62
"bin_18_operams.faa_1_130",0,1,0,0,2,8,0,4,0
"bin_18_operams.faa_1_131",2,2,0,0,0,2,0,2,4
"bin_18_operams.faa_1_132",10,2,0,0,0,2,0,3,2
"bin_18_operams.faa_1_133",2,0,2,0,1,2,0,5,6
