Bin Id	Bin size (Mbp)	TRE3326A10-45241226.sorted: mapped reads	TRE3326A10-45241226.sorted: % mapped reads	TRE3326A10-45241226.sorted: % binned populations	TRE3326A10-45241226.sorted: % community	TRE3326A11-45241228.sorted: mapped reads	TRE3326A11-45241228.sorted: % mapped reads	TRE3326A11-45241228.sorted: % binned populations	TRE3326A11-45241228.sorted: % community	TRE3326A12-45238228.sorted: mapped reads	TRE3326A12-45238228.sorted: % mapped reads	TRE3326A12-45238228.sorted: % binned populations	TRE3326A12-45238228.sorted: % community	TRE3326A13-45249221.sorted: mapped reads	TRE3326A13-45249221.sorted: % mapped reads	TRE3326A13-45249221.sorted: % binned populations	TRE3326A13-45249221.sorted: % community	TRE3326A14-45252219.sorted: mapped reads	TRE3326A14-45252219.sorted: % mapped reads	TRE3326A14-45252219.sorted: % binned populations	TRE3326A14-45252219.sorted: % community	TRE3326A15-45241232.sorted: mapped reads	TRE3326A15-45241232.sorted: % mapped reads	TRE3326A15-45241232.sorted: % binned populations	TRE3326A15-45241232.sorted: % community	TRE3326A16-45245241.sorted: mapped reads	TRE3326A16-45245241.sorted: % mapped reads	TRE3326A16-45245241.sorted: % binned populations	TRE3326A16-45245241.sorted: % community	TRE3326A17-45241234.sorted: mapped reads	TRE3326A17-45241234.sorted: % mapped reads	TRE3326A17-45241234.sorted: % binned populations	TRE3326A17-45241234.sorted: % community	TRE3326A18-45238232.sorted: mapped reads	TRE3326A18-45238232.sorted: % mapped reads	TRE3326A18-45238232.sorted: % binned populations	TRE3326A18-45238232.sorted: % community
bin_34_operams.fasta	2.372433	250	0.0020084712496981267	0.0020968170614896696	0.0020968170614896696	196	0.0014314357607416474	0.001537864976679921	0.001537864976679921	260	0.0015624932392119457	0.0016439262871589019	0.0016439262871589019	164	0.001105084730687145	0.0011692970323110494	0.0011692970323110494	156	0.0011546842393817347	0.0012160133912036371	0.0012160133912036371	41376	0.25975381019025195	0.270756804766403	0.270756804766403	10375	0.0825736491289256	0.07495298869643656	0.07495298869643656	1306	0.009899874068447244	0.010288664728469437	0.010288664728469437	90429	0.6279117533631459	0.5843346857905919	0.5843346857905919
bin_35_metaspades.fasta	2.010593	1540	0.01237218289814046	0.01524091510738837	0.01524091510738837	9138	0.06673704072274067	0.08460247707600214	0.08460247707600214	5990	0.0359974403956906	0.04468951121463495	0.04468951121463495	1113	0.00749975186130971	0.009363666857221878	0.009363666857221878	9831	0.07276731254719125	0.09042348590758675	0.09042348590758675	314732	1.975851609358043	2.4301974944294944	2.4301974944294944	39377	0.3133978392047907	0.3356705692768015	0.3356705692768015	208482	1.5803564667213004	1.9380018762089914	1.9380018762089914	379436	2.6346893590452023	2.893092115940852	2.893092115940852
bin_36_metaspades.fasta	1.491031	4955	0.03980790016901688	0.06612588161770415	0.06612588161770415	4307	0.03145507051792998	0.05377052665847523	0.05377052665847523	7229	0.043443321639473675	0.07272680357373498	0.07272680357373498	4124	0.027788837983864553	0.0467850329183871	0.0467850329183871	4250	0.03145774370110495	0.05271205803132638	0.05271205803132638	183382	1.1512512862603632	1.9093909746353572	1.9093909746353572	154405	1.2288948716869164	1.7748820302347534	1.7748820302347534	85639	0.649169460450041	1.0734818579937375	1.0734818579937375	359170	2.493968355897346	3.692846674963599	3.692846674963599
bin_37_operams.fasta	3.092527	2541666	20.419452349340954	16.353829618797214	16.353829618797214	3988752	29.130827824131465	24.00930708323526	24.00930708323526	4120184	24.760614016573967	19.985087760311927	19.985087760311927	3583804	24.148823647411668	19.602240153177807	19.602240153177807	3223136	23.857079106306966	19.274044017001223	19.274044017001223	6511056	40.875667158790144	32.68607433393863	32.68607433393863	2125137	16.91376549290579	11.777910189255417	11.777910189255417	4703377	35.65301684259662	28.425367341223705	28.425367341223705	3662967	25.434540152841922	18.15797445112733	18.15797445112733
bin_3_metaspades.fasta	2.857499	3487	0.028014156990789473	0.024281770480903183	0.024281770480903183	14913	0.10891327295887851	0.09714825904511007	0.09714825904511007	25577	0.15370726761278436	0.13426612801578094	0.13426612801578094	4670	0.03146796153846931	0.02764430966665822	0.02764430966665822	20930	0.15492013545038275	0.13545369509463825	0.13545369509463825	40276	0.2528481356153951	0.21881902496758157	0.21881902496758157	43872	0.34917312140570833	0.26314562364306743	0.26314562364306743	11803	0.08947030140113539	0.07719978925281655	0.07719978925281655	6051	0.04201632241427414	0.03246302307695012	0.03246302307695012
bin_3_operams.fasta	2.501822	96271	0.7734301427187534	0.7656910402311314	0.7656910402311314	87262	0.6372956497644777	0.6492692679526372	0.6492692679526372	7500	0.045071920361883046	0.04496843823171581	0.04496843823171581	98683	0.6649577834048752	0.6672074581284667	0.6672074581284667	59999	0.4441019210170814	0.4435017322291088	0.4435017322291088	36309	0.22794376194407046	0.225311165560837	0.225311165560837	11294	0.08988788368791188	0.07737242021924619	0.07737242021924619	27829	0.21095221703738004	0.207898324037046	0.207898324037046	29443	0.20444332851486915	0.18041537542612315	0.18041537542612315
bin_40_operams.fasta	2.153969	42999	0.345449021063079	0.3972220938789307	0.3972220938789307	47513	0.3469990168373362	0.4106095969657984	0.4106095969657984	76071	0.4571554738465074	0.5297642227656983	0.5297642227656983	58223	0.39232529435852226	0.4572251238835278	0.4572251238835278	62502	0.4626286816015204	0.5366142254580877	0.5366142254580877	39061	0.24522050415316685	0.2815326331542698	0.2815326331542698	20722	0.16492444889152735	0.16488723159797591	0.16488723159797591	37342	0.2830636274609165	0.32401709254405714	0.32401709254405714	9864	0.0684926465533631	0.07020394375342849	0.07020394375342849
bin_41_metaspades.fasta	1.690146	46	0.0003695587099444553	0.0005415618949262172	0.0005415618949262172	5194	0.037933047659653656	0.0572049769285147	0.0572049769285147	915	0.005498774284149732	0.008120818807959325	0.008120818807959325	47	0.0003167011118432672	0.00047037972269443423	0.00047037972269443423	7661	0.05670535870450941	0.08382411095806608	0.08382411095806608	12623	0.07924575468947097	0.11594798181317412	0.11594798181317412	58	0.0004616165445279696	0.0005881641873846857	0.0005881641873846857	20323	0.15405447219988772	0.2247363845956011	0.2247363845956011	29082	0.2019366531898728	0.2637836922005226	0.2637836922005226
bin_42_operams.fasta	4.598295	120486	0.967970667964514	0.5213798542119392	0.5213798542119392	76500	0.5586981413098776	0.309685375560792	0.309685375560792	71527	0.4298478996965878	0.23333298071077663	0.23333298071077663	109162	0.7355686547028667	0.40155922745162353	0.40155922745162353	60802	0.45004558412107837	0.2445280873794154	0.2445280873794154	73968	0.4643626699572834	0.24973066858851667	0.24973066858851667	73887	0.5880596831989326	0.2754013149094569	0.2754013149094569	73354	0.5560454536116992	0.29815134030825735	0.29815134030825735	62797	0.43604346366702573	0.209358193234121	0.209358193234121
bin_43_metaspades.fasta	2.257315	2154	0.01730498828739906	0.018987510230508327	0.018987510230508327	135739	0.9913349935066861	1.119356870583601	1.119356870583601	759	0.004561278340622565	0.005043738441937997	0.005043738441937997	2522	0.016994046895079145	0.018898523301452114	0.018898523301452114	153047	1.132826658876002	1.2538349433900466	1.2538349433900466	520523	3.2677840424801943	3.579913969777622	3.579913969777622	489333	3.8945553204052583	3.7154134007825537	3.7154134007825537	306625	2.3243100200900737	2.5387807018391446	2.5387807018391446	779948	5.415724117396841	5.296895144670639	5.296895144670639
bin_45_metaspades.fasta	2.07446	9738	0.07823397211824143	0.09340695067169526	0.09340695067169526	17158	0.12530905501431217	0.15396346971567226	0.15396346971567226	14490	0.08707895013915806	0.10477707463073793	0.10477707463073793	10461	0.07048958151047698	0.08529883363096898	0.08529883363096898	15286	0.11314425181531537	0.13626882328336865	0.13626882328336865	11219	0.07043160277756276	0.08396028736289671	0.08396028736289671	4058	0.0322972403050776	0.033527547250582324	0.033527547250582324	4361	0.03305769587480737	0.03929079499659085	0.03929079499659085	4697	0.032614554020797486	0.03471070141072772	0.03471070141072772
bin_46_metaspades.fasta	3.218359	4423	0.03553387334965926	0.027346197235334754	0.027346197235334754	8605	0.06284441184276468	0.04977055448100419	0.04977055448100419	3319	0.019945827157478647	0.015469479950362642	0.015469479950362642	4996	0.03366465435678644	0.02625807584877992	0.02625807584877992	6532	0.048348701613086485	0.0375335294198759	0.0375335294198759	13631	0.0855738637544307	0.06575337727358303	0.06575337727358303	46165	0.3674228927264434	0.24585166770467037	0.24585166770467037	24340	0.18450454427718677	0.14135002240702857	0.14135002240702857	31108	0.2160045872852817	0.14817860366764593	0.14817860366764593
bin_47_metaspades.fasta	2.30225	58067	0.4665036002248845	0.5018701859496145	0.5018701859496145	1840	0.013437968366146075	0.01487720792482111	0.01487720792482111	1578	0.009483132044140195	0.01028152333878446	0.01028152333878446	47261	0.3184598137622266	0.34723650855383426	0.34723650855383426	1031	0.007631278530785695	0.008281593304663371	0.008281593304663371	168	0.0010546848441599559	0.0011328740622740447	0.0011328740622740447	515	0.004098836559170764	0.0038339774400268905	0.0038339774400268905	755	0.005723127811391783	0.00612920665846281	0.00612920665846281	361	0.002506675324996358	0.0024038237121901587	0.0024038237121901587
bin_48_metaspades.fasta	4.582767	9623	0.0773100753433803	0.04178276709556695	0.04178276709556695	48	0.00035055569650815856	0.0001949707901167441	0.0001949707901167441	54	0.00032451782660555795	0.00017675386990675802	0.00017675386990675802	11830	0.0797143436831032	0.04366484503823322	0.04366484503823322	47	0.0003478856362239842	0.00018966089532063002	0.00018966089532063002	68917	0.43265306788673613	0.23346588056633802	0.23346588056633802	34642	0.2757124195782401	0.12955971556795604	0.12955971556795604	98	0.0007428695702203904	0.0003996760211992717	0.0003996760211992717	20989	0.1457412974968104	0.07021208421322797	0.07021208421322797
bin_49_metaspades.fasta	1.808123	20110	0.16156142732571732	0.2213087521410943	0.2213087521410943	8176	0.059711320305223	0.08417226302036068	0.08417226302036068	12791	0.07686865777984614	0.1061156593212082	0.1061156593212082	15857	0.10684956447869548	0.14834332573611633	0.14834332573611633	6191	0.045824680294950765	0.0633199479170459	0.0633199479170459	4020	0.02523710162811323	0.03451619516113002	0.03451619516113002	11281	0.0897844179106901	0.1069336606595416	0.1069336606595416	43150	0.3270900199490801	0.4460285147194044	0.4460285147194044	7521	0.052223559887251	0.06376693057536573	0.06376693057536573
bin_4_operams.fasta	1.165924	156808	1.2597774388906555	2.6761623898410565	2.6761623898410565	87103	0.6361344340197944	1.3906535939280007	1.3906535939280007	184401	1.1081742915535462	2.3724440449322777	2.3724440449322777	141462	0.9532164400760056	2.0523173067257794	2.0523173067257794	71660	0.530414567910866	1.1366173399676707	1.1366173399676707	93390	0.5862917714053468	1.243526276710669	1.243526276710669	56908	0.4529254192413396	0.8365615243428399	0.8365615243428399	24383	0.1848304972518753	0.39086491716166516	0.39086491716166516	68240	0.4738380171128849	0.8972566187430362	0.8972566187430362
bin_50_metaspades.fasta	3.57262	526	0.004225823509364859	0.0029296342780404635	0.0029296342780404635	670	0.004893173263759713	0.0034909535401092804	0.0034909535401092804	872	0.0052403619407416025	0.0036612771758656303	0.0036612771758656303	533	0.0035915253747332214	0.0025235699053732553	0.0025235699053732553	548	0.004056198481930709	0.0028366218829668664	0.0028366218829668664	63544	0.398921986531549	0.27612934189555355	0.27612934189555355	77509	0.6168868405141104	0.3718434315790814	0.3718434315790814	25075	0.1900760660538397	0.13117887778960172	0.13117887778960172	296637	2.0597580287560797	1.272876855346664	1.272876855346664
bin_51_operams.fasta	2.194974	374	0.003004672989548398	0.0033904450601670534	0.0033904450601670534	5601	0.04090546783629575	0.047499854990729014	0.047499854990729014	1117	0.006712711339229783	0.0076335532817777465	0.0076335532817777465	437	0.0029446465079895267	0.0033676504922937963	0.0033676504922937963	3144	0.023271328516770346	0.02648871390192586	0.02648871390192586	10394	0.06525234684642013	0.07351537309345595	0.07351537309345595	267792	2.1313313395212767	2.091043291142561	2.091043291142561	21954	0.16641794433284135	0.18693648585658254	0.18693648585658254	32540	0.22594796419773266	0.22726683452991597	0.22726683452991597
bin_52_operams.fasta	1.391114	36423	0.2926181933110195	0.5209877141040765	0.5209877141040765	12083	0.08824509335225166	0.16168440976489737	0.16168440976489737	20684	0.12430234676869187	0.2230358913961423	0.2230358913961423	27010	0.18200206448694992	0.3284254613068839	0.3284254613068839	9572	0.07085024063693568	0.12724703869457565	0.12724703869457565	5787	0.03633012614972419	0.06458261031831887	0.06458261031831887	9841	0.07832359335689222	0.12124708778520478	0.12124708778520478	4659	0.03531662579241632	0.06259502018920235	0.06259502018920235	760	0.005277211210518648	0.008375269015963643	0.008375269015963643
bin_53_metaspades.fasta	2.23454	18353	0.1474458913828389	0.16343061716610938	0.16343061716610938	12289	0.08974956154976584	0.10237278126475466	0.10237278126475466	22524	0.1353599912308072	0.1512029741741384	0.1512029741741384	21623	0.14570272641248866	0.1636826964251899	0.1636826964251899	10690	0.07912547768583811	0.08847025672113967	0.08847025672113967	7067	0.04436582020046671	0.049098903286726996	0.049098903286726996	12009	0.09557850143511012	0.0921114284260279	0.0921114284260279	6002	0.045496971025130444	0.050201610814211414	0.050201610814211414	3955	0.027462329391580595	0.02713352695121326	0.02713352695121326
bin_53_operams.fasta	2.347095	68172	0.5476860081376828	0.5779494522482619	0.5779494522482619	78963	0.5766860304869525	0.6262519094433457	0.6262519094433457	118621	0.7128635020329238	0.7581128554311339	0.7581128554311339	82409	0.5552983388487618	0.5939076667876689	0.5939076667876689	63436	0.46954198339371617	0.49981908800141195	0.49981908800141195	22040	0.13836460693622277	0.14578262142884033	0.14578262142884033	38479	0.3062507416705473	0.28098809138868874	0.28098809138868874	36080	0.2734972866688948	0.2873066348044879	0.2873066348044879	35036	0.2432794368049097	0.22883989721948056	0.22883989721948056
bin_54_operams.fasta	5.231893	28870	0.2319382599151397	0.10980002015995297	0.10980002015995297	55374	0.4044098153842244	0.19701674260552238	0.19701674260552238	32026	0.1924631095346222	0.09182200979237265	0.09182200979237265	31282	0.21078817405704434	0.10113712735016685	0.10113712735016685	45640	0.33781915823963055	0.161322334427389	0.161322334427389	154720	0.9713145183835021	0.459105437807746	0.459105437807746	219374	1.7459770317117036	0.7186560836059397	0.7186560836059397	98225	0.7445751381112026	0.35089160566171934	0.35089160566171934	324255	2.2515291066667427	0.9501140116146927	0.9501140116146927
bin_57_metaspades.fasta	1.745148	4113	0.03304336900003358	0.046896554377324866	0.046896554377324866	9730	0.07106056097967463	0.10378549662315478	0.10378549662315478	14578	0.08760779400473748	0.12530506625677548	0.12530506625677548	4138	0.027883174485264672	0.04010820058119412	0.04010820058119412	7503	0.05553587082103305	0.07950792111164211	0.07950792111164211	4330	0.02718324628102743	0.038519484456533595	0.038519484456533595	11617	0.09245861030657626	0.11409235147257359	0.11409235147257359	6824	0.051727979052897395	0.07308303071184485	0.07308303071184485	8314	0.057729913163489535	0.07303409480493933	0.07303409480493933
bin_57_operams.fasta	2.249021	155100	1.246055563312718	1.3722485374810427	1.3722485374810427	167888	1.2261269744867025	1.3895757814391985	1.3895757814391985	226010	1.3582272961318917	1.5074297883359158	1.5074297883359158	2667252	17.97280157374847	20.060672806407286	20.060672806407286	2461816	18.221923945242207	20.242763205962284	20.242763205962284	1477698	9.276819552651656	10.200395437341983	10.200395437341983	522786	4.160804600820675	3.984054253461542	3.984054253461542	1392209	10.553364300887342	11.569663319313111	11.569663319313111	1290448	8.960482437093907	8.796195898009547	8.796195898009547
bin_58_metaspades.fasta	4.404578	46594	0.3743308376337381	0.21049422220473915	0.21049422220473915	47344	0.34576476865588035	0.20008601466576173	0.20008601466576173	66105	0.39726390606963713	0.225129783021668	0.225129783021668	34050	0.2294398480481542	0.13076387046592183	0.13076387046592183	36743	0.27196514748463513	0.15426877221605914	0.15426877221605914	12463	0.07824129293312815	0.04392817119417872	0.04392817119417872	16966	0.13503079818037125	0.06601915526269198	0.06601915526269198	14327	0.10860298298517891	0.060794004369389115	0.060794004369389115	15579	0.10817588611667107	0.05422295312417986	0.05422295312417986
bin_58_operams.fasta	2.329426	102572	0.8240516520961451	0.8761821364037546	0.8761821364037546	79186	0.5783146538269801	0.6327841296409661	0.6327841296409661	171593	1.031203470754213	1.1049779127996107	1.1049779127996107	79234	0.5339041679955198	0.5753572875604864	0.5753572875604864	66767	0.4941974526333351	0.5300546634300357	0.5300546634300357	8101	0.05085715430083215	0.05399015161342901	0.05399015161342901	23291	0.18537087825174034	0.17136969448949607	0.17136969448949607	18360	0.13917433989026906	0.14731044892697048	0.14731044892697048	15764	0.1094604704244947	0.10374457652152227	0.10374457652152227
bin_59_metaspades.fasta	1.456687	26916	0.21624004862749913	0.3676704821365535	0.3676704821365535	9376	0.06847521271792696	0.11981396641964756	0.11981396641964756	19566	0.1175836258400805	0.20148315982691758	0.20148315982691758	11369	0.07660797745842776	0.13201733994244558	0.13201733994244558	7075	0.0523678909847806	0.08981893791054783	0.08981893791054783	7768	0.04876661827044367	0.08278807909036957	0.08278807909036957	4534	0.036085679532583	0.053347009258418045	0.053347009258418045	2894	0.021937393226712346	0.03713146437269721	0.03713146437269721	2978	0.020678335506479652	0.031340530509171745	0.031340530509171745
bin_5_operams.fasta	2.147393	11907	0.09565946868062239	0.11033297026947714	0.11033297026947714	12990	0.0948691353675204	0.11260397181618521	0.11260397181618521	15061	0.09051042567604276	0.10520714223052259	0.10520714223052259	13755	0.09268561262562	0.1083487779599589	0.1083487779599589	13375	0.0989993698828891	0.11518342101384446	0.11518342101384446	36983	0.23217505709266453	0.2673717002899887	0.2673717002899887	19572	0.15577170706036933	0.15621347003814998	0.15621347003814998	14728	0.11164268398169296	0.12818642544283598	0.12818642544283598	35248	0.24475150098468593	0.2516348807680732	0.2516348807680732
bin_5_unicycler.fasta	2.00311	2805	0.022535047421612983	0.02786394190344683	0.02786394190344683	10991	0.08026995125669105	0.10213827062141446	0.10213827062141446	105	0.0006310068850663627	0.0007862985023450876	0.0007862985023450876	7555	0.05090801914842306	0.06379764172373582	0.06379764172373582	12288	0.09095358931745356	0.11344467602412943	0.11344467602412943	91758	0.5760462614906502	0.7111545176865747	0.7111545176865747	192622	1.5330603800011477	1.6481468108810182	1.6481468108810182	165438	1.2540699587563364	1.5436195378302557	1.5436195378302557	227004	1.5762474389902308	1.7373071437737708	1.7373071437737708
bin_61_metaspades.fasta	2.280279	20857	0.1675627394198153	0.18200291461116622	0.18200291461116622	42855	0.3129805077886903	0.3498401118372684	0.3498401118372684	20892	0.1255523413600614	0.13743425037121845	0.13743425037121845	17952	0.12096634808107092	0.13316797863984658	0.13316797863984658	28155	0.20839829974226115	0.22833645781796652	0.22833645781796652	10808	0.06785139164095716	0.07358379490769784	0.07358379490769784	1946	0.015488030959507395	0.01462681114199845	0.01462681114199845	4972	0.0376892602360794	0.0407523752842534	0.0407523752842534	2229	0.015477504984534301	0.014985456434333527	0.014985456434333527
bin_63_metaspades.fasta	2.574855	4245	0.03410384181987419	0.03280495200625521	0.03280495200625521	25199	0.184034437423106	0.18217409497859105	0.18217409497859105	2085	0.012529993860603487	0.012146641967995041	0.012146641967995041	4321	0.02911628732499484	0.028386146823744025	0.028386146823744025	22532	0.16677785437018747	0.16182837786018567	0.16182837786018567	3502	0.021985156691953365	0.02111485959580666	0.02111485959580666	762	0.0060646863263847045	0.005072207358127268	0.005072207358127268	5680	0.043056113865834876	0.041229242265055116	0.041229242265055116	1897	0.013172196929412993	0.011294381371712169	0.011294381371712169
bin_63_operams.fasta	2.551616	13101	0.10525192736918064	0.10216534815346877	0.10216534815346877	14890	0.10874529835430168	0.10862642142227964	0.10862642142227964	19781	0.11887568755712115	0.1162882606330944	0.1162882606330944	11240	0.07573873398124092	0.07451195361246353	0.07451195361246353	11239	0.08318907798981613	0.08145543551220465	0.08145543551220465	2952	0.018532319404524936	0.017960807980626596	0.017960807980626596	2994	0.023828964384771396	0.02011088973893896	0.02011088973893896	3304	0.02504531693885888	0.02420106714623339	0.02420106714623339	2249	0.015616378963758474	0.013512074569519935	0.013512074569519935
bin_64_operams.fasta	1.994173	1120392	9.001100481567134	11.179481373723902	11.179481373723902	820544	5.992632779908134	7.659406759608236	7.659406759608236	1352022	8.125097054868514	10.170068429190083	10.170068429190083	872761	5.880944235605143	7.402994983791224	7.402994983791224	691234	5.116391061056372	6.41017632032292	6.41017632032292	121522	0.7629012597143223	0.9460561430670912	0.9460561430670912	280262	2.2305788965947904	2.408774753691089	2.408774753691089	258651	1.960652624561982	2.424159128337125	2.424159128337125	109198	0.7582380391660729	0.8394594974250867	0.8394594974250867
bin_67_operams.fasta	2.372542	13650	0.10966253023351773	0.11448095179921168	0.11448095179921168	10467	0.07644305156981032	0.0821229244165191	0.0821229244165191	3019	0.018142950343003325	0.019087636341366877	0.019087636341366877	26710	0.1799805680283759	0.19042981016522326	0.19042981016522326	9396	0.06954751995660756	0.07323805706885327	0.07323805706885327	953	0.005982825336216893	0.0062359672369955476	0.0062359672369955476	1036	0.008245426553982353	0.007484118439667246	0.007484118439667246	520	0.003941756903210235	0.004096370492133856	0.004096370492133856	382	0.0026524930031817415	0.002468296618627649	0.002468296618627649
bin_6_operams.fasta	1.800639	30968	0.24879335064260638	0.3422165395398906	0.3422165395398906	7778	0.05680462932167619	0.08040765154806732	0.08040765154806732	8979	0.053960103057246384	0.07480045984225088	0.07480045984225088	35438	0.23879263832982345	0.33290284544653476	0.33290284544653476	5490	0.04063600303978028	0.05638367871768937	0.05638367871768937	217	0.0013623012570399427	0.0018709316203392005	0.0018709316203392005	2229	0.017740401340566283	0.021216718870779253	0.021216718870779253	1639	0.012424114546849184	0.01701226331191206	0.01701226331191206	55	0.0003819034428664812	0.00046825662635599795	0.00046825662635599795
bin_7_metaspades.fasta	2.073126	174440	1.401430899189365	1.6743061368423864	1.6743061368423864	440763	3.2189995929171973	3.9576330435709877	3.9576330435709877	870136	5.229160066134329	6.295995183825685	6.295995183825685	224710	1.5141682306872462	1.8334609185466588	1.8334609185466588	439494	3.2530563788643336	3.9204414084496846	3.9204414084496846	560301	3.517505790878973	4.195855591185285	4.195855591185285	75275	0.5991066446438433	0.6223287596783291	0.6223287596783291	700595	5.3107214953934125	6.316131013923175	6.316131013923175	943653	6.552442355841519	6.9780571375740355	6.9780571375740355
bin_7_unicycler.fasta	1.742994	76782	0.6168577579772863	0.8765526713555839	0.8765526713555839	103360	0.7548632664809014	1.1038567049579973	1.1038567049579973	157772	0.948144935911335	1.3578036983299102	1.3578036983299102	68250	0.45989044432559545	0.6623411218591807	0.6623411218591807	82702	0.6121454869573604	0.877461026327544	0.877461026327544	779	0.00489047317619408	0.006938512882858108	0.006938512882858108	685	0.005451850568994124	0.0067358046757106166	0.0067358046757106166	584	0.0044268962143745715	0.006262197344876527	0.006262197344876527	1362	0.009457317985166315	0.011979235701170217	0.011979235701170217
bin_8_metaspades.fasta	2.356022	15522	0.1247019629512573	0.13109400361499765	0.13109400361499765	24038	0.1755553715138149	0.18992191504873115	0.18992191504873115	23907	0.14367125334553843	0.15221192853372265	0.15221192853372265	17530	0.11812277639601008	0.12585704489125776	0.12585704489125776	23214	0.1718258970064589	0.18221257862634882	0.18221257862634882	1413	0.008870652885702485	0.009310814061560481	0.009310814061560481	8852	0.07045223538209633	0.06439570014452822	0.06439570014452822	6277	0.0475815540027897	0.049794638278983776	0.049794638278983776	11021	0.07652650625148161	0.0717116236349957	0.0717116236349957
bin_9_metaspades.fasta	2.412017	1840006	14.782396601088205	15.179356616421217	15.179356616421217	1531819	11.187247426446477	11.82178833046622	11.82178833046622	1922519	11.553549768294271	11.956201471178876	11.956201471178876	1932289	13.020384568138615	13.550854211207541	13.550854211207541	1434531	10.618143183362303	10.998596988451453	10.998596988451453	524472	3.2925754142039305	3.3757227959953533	3.3757227959953533	883285	7.02998223333427	6.276467676105761	6.276467676105761	568200	4.307127446930876	4.402817253562085	4.402817253562085	500528	3.4755157536558925	3.1812361400607294	3.1812361400607294
