,TRE3326A10-45241226,TRE3326A11-45241228,TRE3326A12-45238228,TRE3326A13-45249221,TRE3326A14-45252219,TRE3326A15-45241232,TRE3326A16-45245241,TRE3326A17-45241234,TRE3326A18-45238232
EX_arab__D_e_m,-0.024058751409732255,-0.0343799999841136,-0.027981717102593694,-0.02716806643895826,-0.0343799999969934,2.24183882119371e-11,-0.031337925273040065,-0.03437999996889447,-0.034380000026236215
EX_fe3_e_m,-3.416393758406523,-3.4380000000074045,-3.4233472601564383,-3.4149928820508637,-3.4379999999956783,-3.4379999999841364,-3.4379754816621353,-3.438000000000006,-3.4380000000375626
EX_lys__L_e_m,-0.06167995187125265,-0.06876000000899814,-0.06240808211921765,-0.0626859757096823,-0.06875999999930427,-0.06875999999721888,-0.06785151832705161,-0.06875999999799813,-0.06876000004109531
EX_orn_e_m,-0.03414824188047461,-0.03438000000918674,-0.03414907028834475,-0.033786722427829714,-0.034379999999696695,-0.0343800000023378,-0.034339468224219516,-0.0343800000002937,-0.034380000041666865
EX_asp__L_e_m,-0.06268996046861287,-0.06876000000883128,-0.06397614238244546,-0.06340429509997318,-0.06875999999969727,-0.06876000000095893,-0.06874665954656597,-0.06875999999997949,-0.06876000004048537
EX_phe__L_e_m,0.02385836644735528,-0.032818007660842925,0.027895305518622383,0.03149494629105354,-0.014927405711675225,-0.022261637378221903,-0.06204349657518139,-0.010892361269496656,-0.04918624151931064
EX_k_e_m,-0.12317571908876906,-0.12672562828749184,-0.12593781839857077,-0.12854671715569901,-0.128733417780057,-0.12118247344225108,-0.1263280547831329,-0.12547577233127455,-0.12424492821282443
EX_pro__L_e_m,-0.06010834400438013,-0.06876000000912376,-0.059005996579140275,-0.06193825990358563,-0.06875999999966395,-0.06876000000119484,-0.06874648845677124,-0.06875999999974622,-0.06876000004057667
EX_cellb_e_m,-0.032661012913726126,-0.03437999996077323,-0.033069338454487326,-0.03269430060439093,-0.03437999998649309,-0.03437999998957648,-0.03325172244145653,-0.034379999962987,-0.03438000002435918
EX_meoh_e_m,-0.028019700927470557,-0.034380000008873646,-0.028880460456877727,-0.02778052822980961,-0.03437999999895773,-0.034380000001183714,-0.033257969612504865,-0.03437999999978002,-0.03438000003220156
EX_btoh_e_m,-0.018863359645883333,-6.6197327487216114e-12,-0.03437999999973898,-0.03435107609886385,-1.6123041069340726e-12,-9.597577961787957e-12,-0.0026113964054234997,-3.715823373387129e-11,-2.9757120563385116e-11
EX_ca2_e_m,-0.003284593263806272,-0.003379254620172598,-0.0033582471951903816,-0.003427815868318071,-0.0034327920197627236,-0.0032314410521588873,-0.00336865296768101,-0.003345919925002279,-0.0033076141366798024
EX_15dap_e_m,0.11052502131968249,-2.5729252946772763e-12,0.1482584669160787,0.10312783698460715,2.160125889517186e-12,4.1896702857262795e-11,0.017290561713911138,1.4197721613763242e-11,-5.617533044056279e-12
EX_chor_e_m,-0.013650744792163959,-0.0024210603436729283,-0.02627877005792688,-0.0032895183250556265,-0.034379999999730494,-0.034379999979299906,-0.029999816636298436,-0.03437999997464106,-0.034380000036325804
EX_mg2_e_m,-0.005474322148627428,-0.005632086721438076,-0.005597078658594311,-0.00571302644728446,-0.0057213477689714385,-0.005385731866632172,-0.005614422010114037,-0.005576506175422963,-0.005521845486065666
EX_mn2_e_m,-0.00043605261191802507,-0.0004467492265581027,-0.00044583070352750067,-0.0004550664294078008,-0.0004557214491929454,-0.00042795521584847765,-0.00044721217213305325,-0.00044329649847048064,-0.00043162871705526926
EX_cobalt2_e_m,-6.310460483583628e-05,-6.4923258826324e-05,-6.451963881130123e-05,-6.585619612955142e-05,-6.595185193151469e-05,-6.208341473620112e-05,-6.471956276847277e-05,-6.428291280754496e-05,-6.365234823371086e-05
EX_zn2_e_m,-0.00021518658718141384,-0.00022100808180350364,-0.0002200119680401261,-0.0002245696882143582,-0.00022463269147663292,-0.00021148491360571447,-0.00022069370590151955,-0.00021920448576664267,-0.00021705449646620032
EX_succ_e_m,13.807377363470726,0.16206504611222602,14.918414184606307,60.34917376110375,14.656827319405911,11.753735034779218,25.092435002161547,14.042246750654412,21.34213707577274
EX_for_e_m,11.533250810355524,0.12233555599837136,13.983986905725452,11.068247915331622,-0.02321767750168364,4.917800535087425,19.386126711094082,3.7272290691517918,17.13710271258882
EX_co2_e_m,246.84928569183273,33.87797858207424,221.12275386582954,187.73322793319363,13.451112491292333,21.105242927270897,124.56534253803784,34.32043758919594,49.0112993580106
EX_crn_e_m,-2.8191695296343023e-11,5.1240376714937974e-14,-8.591411896657411e-14,-2.101659988005911e-13,-3.2644404890880123e-13,-4.3337520556741865e-13,6.355259106211605e-11,-5.797381256010205e-13,1.6643407185822107e-12
EX_cu2_e_m,-0.0004474070949884118,-0.00045979162206383266,-0.0004574442364659677,-0.0004669205060647175,-0.0004676100594309197,-0.0004391046024883614,-0.00045762418696302883,-0.00045401053276344146,-0.0004398212789142218
EX_o2_e_m,5.448980931730582e-10,4.7220113431190094e-14,1.1927116256873695e-12,-3.510892335880968e-08,4.268069477954232e-14,2.3281267514076194e-13,2.592605572888249e-05,7.302444941151066e-14,4.78532732697221e-14
EX_glu__L_e_m,-0.0652312278880878,-0.06876000000917519,-0.06614788256948378,-0.06526675771934809,-0.0687599999995498,-0.06876000000223427,-0.06871943810473004,-0.06876000000030857,-0.06876000004080854
EX_drib_e_m,-0.032642858640995726,-0.03438000000463001,-0.032993960382173386,-0.0327022290782145,-0.0019193197356030768,-0.03437999991285505,-0.03261384127595736,-0.03437999999202559,-5.6563898478694345e-05
EX_galur_e_m,-0.029028344967728294,-0.03438000000669192,-0.029133412119131445,-0.02891450202321621,-0.03437999998731587,-0.03437999999316247,-0.032159716181266965,-0.03437999999235809,-0.03438000003587591
EX_etha_e_m,-0.018606385849624874,-0.03438000000417727,-0.024014059379206865,-0.022468387618082758,0.0007875941781532757,-0.03437999993462366,-0.03437222409278617,-0.03437999999246358,-0.03438000003996233
EX_fe2_e_m,3.4403807229707186,3.429110579167641,3.4564321410039938,3.4375962133862665,3.4287416591452744,3.4290460297284415,3.4910854655175863,3.4289448719512206,3.428713134071774
EX_fe3dcit_e_m,-0.00037144851697149797,-0.000453354186483846,-0.00028190565307006124,-0.00014607631716104076,-0.00028415748091738496,-6.237435671712281e-05,-0.00043409507149363833,-0.000280712915288838,-0.0002841939562539841
EX_enter_e_m,0.031403244067385656,8.611018438827598e-05,0.031781589824779424,0.03199933907280964,3.557034021557379e-05,1.3048509867129246e-10,0.03069080187627519,3.3957066285254376e-11,1.4494024729879104e-10
EX_feenter_e_m,-0.03140324406965437,-8.611298645442629e-05,-0.03178158982463681,-0.03199933907281382,-3.5560925530696007e-05,-1.290454988105725e-10,-0.030713481846804006,-3.4403527519168466e-11,-1.4021083005218315e-10
EX_fru_e_m,-0.03304668346031692,-0.03438000000602507,-0.0332224114099796,-0.033102803755724705,-0.034379999997929386,-0.03437999999048006,-0.03435653382492512,-0.034379999998916916,-0.034380000035561284
EX_g3pc_e_m,-0.0321189590253108,-1.2311523828185108e-11,-0.032072635352597266,-0.03217141943621185,-3.017760629043474e-12,-3.247457472481252e-11,-0.031564667763056914,-3.911267798184239e-12,-0.0008258877798323188
EX_g3pi_e_m,-0.028086573328925144,-8.53146850331436e-11,-0.027746915524719223,-0.028756301135309865,-0.0011856293107449334,-1.4141453685263918e-11,-0.01426085037754378,-4.730184951717613e-12,-2.372756907385096e-11
EX_g3ps_e_m,-0.032208206418776406,-0.034380000001821676,-0.03222367535286852,-0.03240254296746748,-0.03437999999663195,-0.004535430608714551,-0.03437454453351947,-0.011538412598620061,-0.03438000003954826
EX_gal_e_m,-0.03023266192520599,-1.2356516589483519e-12,-0.03084581095826095,-0.03021633503963676,1.038736663566441e-11,0.03438000062133816,-0.019599155022455513,-2.0427194764715936e-12,0.03437999988571163
EX_galctn__L_e_m,-0.031879763550457685,-2.0687472131636873e-11,-0.03193638556489621,-0.03183542966411216,-4.697171866906074e-12,-0.034379999987112754,-0.032450760708811845,-1.0126500802216784e-11,-0.0343800000217543
EX_galct__D_e_m,-0.029033654209596988,-0.03438000000520177,-0.03125483295699548,-0.029683781473131037,-2.677059833026892e-12,,-0.033517695408026627,-0.016493154920902753,-0.03438000003762196
EX_galt_e_m,-0.033103971784720757,-0.034379999996155236,-0.033382104383200176,-0.03323631493725546,-0.03437999999571297,-0.03437999998092921,-0.03281005967137318,-2.1796727181562547e-10,-0.03438000003558866
EX_gthrd_e_m,-0.03361849027856634,-0.03438000000926116,-0.033796493050356285,-0.03340740803366771,-0.03437999999976656,-0.034380000002619746,-0.03438268154690027,-0.034380000000387274,-0.034380000041821665
EX_glcn_e_m,-0.02943774765927465,-0.034380000005091504,-0.029315048826065837,-0.02917327876635145,1.1798134835790577e-12,-0.034379999994796843,-0.03089779543746385,0.003213610653620586,-0.03438000002749133
