,TRE3326A10-45241226,TRE3326A11-45241228,TRE3326A12-45238228,TRE3326A13-45249221,TRE3326A14-45252219,TRE3326A15-45241232,TRE3326A16-45245241,TRE3326A17-45241234,TRE3326A18-45238232
EX_phe__L_e_m,-0.044698370877028194,-0.06497992047037063,-0.0593933413222107,-0.049247405945970955,-0.05146036583736627,-0.06875998265492737,-0.06876010375183803,-0.03633786509353679,-0.04700008860093187
EX_k_e_m,-0.20176920693040085,-0.20661435233727818,-0.20350041367277202,-0.21248665803494948,-0.21074501799127557,-0.19452703218929898,-0.2066263984449221,-0.20533139119030908,-0.2000735967346016
EX_pro__L_e_m,-0.06875979334908705,-0.06875982388906807,-0.06875991286015375,-0.06875744922264353,-0.06876001232583495,-0.0687600366747978,-0.06875988979822133,-0.06876029678275247,-0.06875953120139502
EX_cellb_e_m,-0.034378724100513645,-0.034379928192056305,-0.034379121422192606,-0.034370303222237594,-0.034379999396374004,-0.034380000810111756,-0.0343780818896949,-0.034373395401432236,-0.03437908884049255
EX_meoh_e_m,-0.03437874401802454,-0.03438004918237068,-0.034379274896288864,-0.034371810932812906,-0.034379984751109684,-0.0343799688701109,-0.03437862896626062,-0.034378431784275756,-0.034378436867330324
EX_btoh_e_m,-0.034378947634058105,-0.03437999975736599,-0.034380864725926344,-0.03437967951394346,-0.03437999996258578,-1.4747273951820052e-11,-0.013464975353116629,-0.03437779220756103,-0.00488793047473426
EX_ca2_e_m,-0.005380359664449716,-0.0055095500043716205,-0.005426455581599094,-0.00566615635320047,-0.005619680324976694,-0.005187254036347045,-0.005509884182442914,-0.005475346567605989,-0.005335136554062133
EX_15dap_e_m,-3.235659496548657e-08,6.480886004070872e-11,-3.159626077929042e-08,-1.0176843004294146e-07,7.345121916316198e-11,1.4920985778017855e-11,1.823694208450004e-08,2.841842121478412e-08,-2.8133231578283084e-07
EX_chor_e_m,-0.004078501960793213,-0.007905471909244524,-0.03204040555668434,-0.027459192786674674,-0.013118416851618521,-0.009306128894109,-0.03426974480899357,-0.014130148778231526,-0.010735512421349404
EX_mg2_e_m,-0.008967267628856555,-0.009182601356215937,-0.009044149161741129,-0.009443585367579537,-0.00936618132395683,-0.008645402264641151,-0.009183136722764055,-0.009125582467430997,-0.008891909298310359
EX_mn2_e_m,-0.000714280337836814,-0.0007314325690042817,-0.0007203317302574184,-0.0007522210363722138,-0.0007460554802731537,-0.0006886424166995029,-0.0007314752128785939,-0.0007268907763805147,-0.0007082777321866329
EX_cobalt2_e_m,-0.00010336913277299775,-0.00010585131245532356,-0.0001041695444530386,-0.00010885977994829305,-0.0001079675024892891,-9.965881572961557e-05,-0.00010585748307983388,-0.00010519403385834385,-0.00010250039443685964
EX_zn2_e_m,-0.00035248860283286303,-0.0003609529754034614,-0.00035548971716918446,-0.0003712118305970187,-0.0003681692019928752,-0.00033983656164280636,-0.0003609740193817264,-0.0003587116565902313,-0.0003495263475362376
EX_succ_e_m,13.516928502013045,17.83295173412651,14.314459948311509,35.69274061453888,43.02666416529304,26.092687790249244,17.91425999907193,18.693088190996495,24.515659930146352
EX_for_e_m,7.6527275742108225,12.10887398091659,4.5860510008408255,6.385334052462583,1.9203965572635249,6.065868384284305,9.888589316513178,13.44566566097855,13.573628846724107
EX_co2_e_m,0.6880000592199051,0.6959999998101764,0.6640000303451886,0.27300580066260344,0.25999999918848915,1.3289999999415698,0.5370002150781332,0.43600059998614904,0.4610088887126148
EX_crn_e_m,-1.9197401683490328e-10,-8.260815215829663e-10,2.3953838866870663e-08,1.3500731299343794e-11,-6.236371487137407e-11,-4.826482231377878e-10,1.2300483899429987e-11,-6.584574095285609e-13,-8.541788413414903e-11
EX_cu2_e_m,-0.000732899759609916,-0.0007504857875696072,-0.0007391653306430565,-0.0007753685583454138,-0.0007654896000052142,-0.0007065809969104804,-0.0007505668322817286,-0.0007457349832134776,-0.0007265923239423295
EX_o2_e_m,9.986865706627195e-07,2.779878466114246e-06,6.773991537811614e-07,2.5115917245448967e-05,1.308279426576635e-07,3.428043254616935e-08,3.037815677576154e-06,5.518103537104425e-06,1.3647629375845046e-06
EX_glu__L_e_m,-0.0687599098971451,-0.06876075128733054,-0.06875942141454523,-0.06874078400031397,-0.06876002866082796,-0.06876000004136838,-0.06875938789596414,-0.06875622940248843,-0.06875774625002763
EX_drib_e_m,-0.024096139694765022,-0.0003473795112181353,-0.026498405460552592,-0.025516309518822916,-0.023997841535293107,-0.034379996083576565,-0.026120910075663223,-0.004765680464548685,-0.03355460512026413
EX_galur_e_m,-0.034303434703882314,-0.034379999525528,-0.034378522182633334,-0.0334729022296547,-0.03437999868796156,-0.034380000460641255,-0.03437696687407479,-0.03434657305074707,-0.034378155038126336
EX_etha_e_m,-0.034380061919186855,-0.034379791553571744,-0.03438000964221258,-0.034383035262706974,-0.03438000583282217,-0.03438000486677744,-0.03438000311997134,-0.03438054163496044,-0.03437967266273416
EX_fe2_e_m,3.425110286338512,3.426145021808681,3.424271800839856,3.4283553090242993,3.4238843934818304,3.4244675123964363,3.4204553755784626,3.419398356046372,3.423525505549518
EX_fe3dcit_e_m,-0.0018274279691445608,-0.00315120760897235,-0.0013231646624088168,-0.002072005379215505,-0.0013340778808248193,-0.0009409548596950731,-0.0014202592960694557,-0.0014532404733726629,-0.0013734568380111415
EX_enter_e_m,8.219018821560713e-05,0.0003666921031309562,4.334000461873892e-05,0.0014702174183560607,0.00011424284835467895,3.786922280125987e-09,0.0001332997062899465,0.000324745124579844,7.318316398847557e-05
EX_feenter_e_m,-8.217105152208594e-05,-0.00036669210290091474,-4.323006034698903e-05,-0.0014689018527314333,-0.00011424284864188807,-3.786630789374019e-09,-0.00013417410969061473,-0.00032430678325824663,-7.31452571904081e-05
EX_fru_e_m,-0.03437839651564454,-0.034380005823340845,-0.03437926314560307,-0.034363941680044224,-0.03438000055835985,-0.034380003275048726,-0.03437965156608371,-0.034375687002047774,-0.03437846917062214
EX_g3pc_e_m,-0.03437876711325098,-0.03329288340457027,-0.03437796206389752,-0.034363613191361976,-0.03437999886162795,-0.03437999991199949,-0.03437819358377495,-0.0343786568549282,-0.034378011484397564
EX_g3pi_e_m,-0.03437569188375452,-4.251160690660143e-10,-3.894605410065519e-06,-0.034351117953320714,-0.03437999732190669,-7.484843301217439e-10,-0.0343790633257677,-0.03437597507789015,-0.03433687030637054
EX_g3ps_e_m,-0.0343799722264929,-0.034380006088543656,-0.034380007023411076,-0.03437995824299569,-0.03437999898098174,-0.03438000015566555,-0.03437999289387297,-0.034380008891045165,-0.034379952224539614
EX_gal_e_m,0.03434070494245256,0.0343846830504111,-0.03430364224928535,-0.034104343546166004,-0.03437999712251421,0.03438003774396495,-3.389148246830363e-05,-0.010634881967805786,0.03431789415690796
EX_galctn__L_e_m,-0.03427034426359528,-0.034379998564061,-0.034377900623244556,-0.0322602421335198,-0.03437999490666794,-0.034379994889993534,-0.03437573428234161,-0.034320723258546536,-0.03437689120210192
EX_galct__D_e_m,-2.9063899419469575e-06,-0.03437999882296526,-0.03437865085320437,-1.38490364292436e-05,-1.2410112717854922e-09,,-0.03437839720944246,-0.03434450171712361,-0.0343759920265436
EX_galt_e_m,-0.034378680168984675,-0.03437993218229561,-0.03437926795757519,-0.034365301462096993,-0.03437999789989014,-0.03438000106926413,-0.03437887360931172,-0.03437714947822498,-0.0343766802359826
EX_gthrd_e_m,-0.03437997548923566,-0.034380088823809496,-0.034380077395116865,-0.034392558093081727,-0.03437999162674954,-0.03438006380989321,-0.034380080715652905,-0.03438034098200915,-0.034380374646501226
EX_glcn_e_m,-0.034377255270536144,-0.03438001839023208,-0.0343792387418862,-0.034339130232131865,-0.03437998983164148,-0.0343799994755988,-0.03437813793875755,-0.03437526803179214,-0.03437764503467977
EX_glcn__D_e_m,-0.0343772825134835,-0.005136066343779487,-0.03437916953329441,-0.03433207567834152,-0.034379999326238975,-0.03437999991578769,-0.03437782186316431,-0.03411774933529841,-0.034377443676527564
EX_glcur_e_m,-0.0343755579156244,-0.03437999239345511,-0.034377917675545766,-0.03404963599673611,0.013351562356515068,-0.034379999877436576,-0.03437813300137309,-0.034297810645497126,-0.03437730170386429
EX_glyc3p_e_m,-0.03437803770384917,-0.03437999654446055,-0.03437838494223962,-0.03435755711454879,-0.03437999802016979,-0.03437999974371939,-0.03437982867298784,-0.03437820088142148,-0.03437906329369696
EX_glyb_e_m,0.103131506521052,0.10205360009951063,2.7978964254143873e-05,0.09174713052926209,0.10313999376946821,2.7312218323887835e-09,0.00014538706885478203,0.10313259162699087,8.316902666604711e-05
EX_glyclt_e_m,0.0344420060136529,-0.03437999602586019,0.033612990446671424,0.03314481611692304,0.03330964253197137,0.02123636307418279,0.034476226678117054,0.027395936577004894,0.034544305640955716
EX_h2s_e_m,7.0564816882262855,7.138044652901514,7.092147754322809,6.519348146855444,7.0210955163588284,3.200382328837173,6.911796891615316,6.982895964727222,6.9977673982239414
EX_4hphac_e_m,-0.034390627440795116,-0.03437964991373205,-0.03437993284434363,-0.034386986560744404,-0.03438025874045975,-0.03437997008695523,-0.034380025342308454,-0.0343991034139479,-0.034379323786815574
EX_taur_e_m,5.683959446197497e-08,-2.114698806681064e-11,1.8359312759297844e-07,2.9963708155559466e-06,-1.8644002106611977e-11,-3.890532500916258e-12,1.0671175130622432e-07,2.3499815995993822e-07,3.5417421227919665e-07
EX_id3acald_e_m,0.07044816929445741,0.0683988603616772,0.06275523484249908,0.06532758079477298,0.06440347680163061,-0.015631103082720445,-0.03437952784684567,-0.03432637905651224,-0.034378826336983366
EX_ile__L_e_m,-0.0687598830608469,-0.06876040075733554,-0.06875995991210791,-0.06876449686237299,-0.06875999734628133,-0.0687599833078454,-0.06875988458966689,-0.06875904940780565,-0.06875944553320162
EX_inost_e_m,0.009361119205076884,-0.02310143741827085,-0.0247070796898799,0.007057554173965964,0.0062360611342531964,-0.01586901586141295,0.009452900807022963,0.0063963883523618995,0.16949833328084002
EX_lcts_e_m,-0.034378782830419084,-0.034379834760234367,-0.034378816579553,-0.03437508512440955,-0.034380000674444036,-0.03438002212518608,-0.03437740357378615,-0.03437206499669652,-0.03437889607622005
EX_lipoate_e_m,-8.618059310452216e-06,-2.4009174514983287e-10,-3.3974422128364324e-06,-2.675141973743858e-05,-2.7725613032792775e-09,,-2.978023533850555e-06,-4.792480852824656e-06,-3.3439610636691933e-06
EX_lac__L_e_m,4.807813014401902,16.620319671889813,14.838176080594916,3.4005309463855284,12.368598330214365,13.616815442155012,3.559585819253306,21.947653471405463,23.247141669807654
EX_mal__D_e_m,-2.8029836242691174e-05,-0.034380000672562,-0.03437072601103056,-0.0003128380938163086,-1.2596270770403495e-08,-1.331302346439964e-09,-0.03431526637039606,-9.214089538942383e-05,-7.898057924456733e-05
EX_malthp_e_m,-0.03437914503378202,-0.03437990195736357,-0.03437990733516309,-0.034377440835219486,-0.03437999910143867,-0.034380002397782716,-0.03437993592518105,-0.034379441049651384,-0.03438003840840546
EX_malthx_e_m,-0.03437794182720298,-0.03438004917947183,-0.03437926628110741,-0.03421383130867976,-0.03437999913193469,-0.03438000094914546,-0.03437924752875342,-0.034378951908542024,-0.034379291812183806
EX_maltpt_e_m,-0.03437405355148574,-0.03437997333335489,-0.03437909957391954,-0.03416901478045182,-0.03437999767693491,-0.03438000076154518,-0.03437835147730967,-0.034375790279226305,-0.034379528606737625
EX_maltttr_e_m,-0.034374311641071596,-0.03437997037395419,-0.034378598794639725,-0.03435730557577098,-0.034379995327987835,-0.03438000218224436,-0.03437782445226704,-0.03437089615419912,-0.034378769869999395
EX_man6p_e_m,-0.034376922529090026,-0.03437999989580845,-0.03437881399481535,-0.03434228239501591,-0.03437999877374054,,-0.03437897094470316,-0.03437808659556052,-0.0343791685258128
EX_murein5p5p_e_m,-0.034379942921288896,-0.034380023770148975,-0.0343799051413485,-0.034373719912891273,-0.03437999705464707,-0.03438000243938063,-0.03437996155179412,-0.03437984814613669,-0.0343801704509145
EX_murein5px4p_e_m,-0.03437991022961798,-0.03438000424955794,-0.03437981434009379,-0.03437780458812294,-0.0343799987855378,-0.03438000012595434,-0.03437996464616431,-0.03437894326211747,-0.03438008147620543
EX_murein5px4px4p_e_m,-0.03437998562956398,-0.034380081996720616,-0.03437989206211122,-0.034380968418473615,-0.03437999769015282,-0.03438000040641776,-0.034379842747772275,-0.034379814346334886,-0.03438021570848161
EX_murein4px4p_e_m,0.034388572600446914,0.034379941334632645,0.03439548169245781,0.04232342462305447,0.034380008739372366,0.034380000085762474,0.03438460285636954,0.03449390468593084,0.0343827001367586
EX_murein4px4px4p_e_m,0.06876025430999536,0.068760136847482,0.06876017641456646,0.0687712503067249,0.06875999947453829,0.06876000060305804,0.06876010902017753,0.06876078305457867,0.06876086277168193
EX_murein5p4p_e_m,-0.034379922769526707,-0.03438000949586408,-0.03437974534314823,-0.03437306664924988,-0.03438000222157746,-0.03437999976252731,-0.034379925370577574,-0.03437939682611158,-0.03437978972791413
EX_murein4p4p_e_m,0.03440921971679094,0.03438002469942009,0.0344001402583442,0.05349246651053571,0.03438002272445311,0.03438000065199795,0.03439170466521419,0.0346249758159422,0.03438551478557597
EX_murein4p3p_e_m,0.03438012187473978,0.03438008478760904,0.03438030444303698,0.03438345372294602,0.03437999889082637,0.03438000076851775,0.03438006782707555,0.034380870345475274,0.03438083489840851
EX_murein5p3p_e_m,-0.034379894605716096,-0.03438008108447639,-0.03437999295718731,-0.03437963736508259,-0.034379998131529366,-0.03438000078214377,-0.03437995359915586,-0.03437913302418236,-0.03437950385238814
EX_melib_e_m,-0.0017681082868034807,-1.4344979851454241e-09,-0.03435789803863464,-0.023808227920203994,-0.03437994519292787,-1.3843818450110387e-09,-0.034371597815910704,0.0343314162534607,-1.3816078432736083e-05
EX_met__L_e_m,-0.06875980798053385,-0.06876010197102404,-0.06875967863502115,-0.06875257111272755,-0.06875999906003082,-0.06875999846830722,-0.06875978131153036,-0.06875880009927522,-0.06876079908008141
EX_mobd_e_m,-3.803235621617599e-05,-3.6428085491134594e-09,-1.1222765350036113e-05,-0.0003861094604680574,-8.680512154958651e-09,-1.1150014609550822e-09,-6.093538692422459e-05,-7.778004532772286e-05,-1.3728836995226769e-05
EX_uaagmda_e_m,-0.03438000155837566,-0.03437831771956521,-0.0343799141332637,-0.03437852980657717,-0.0343799818082999,-0.03437999851929936,-0.034380195515122995,-0.03438030608040109,-0.03438024393346632
EX_udcpdp_e_m,-0.0016696843254737507,-1.9653627103457695e-08,-4.920517916764919e-05,-0.03428871995467749,-0.029667805582808723,-0.026647161076543108,-0.029784178679186778,-0.03437278440894084,-0.02978066967987994
EX_mso3_e_m,-1.5993039854830252e-05,-2.3436218503847333e-10,-5.534142392700156e-08,3.7325954653997153e-06,-3.054495647856042e-10,-2.483016034972405e-10,-0.002303074195241954,1.4986376338251422e-06,-2.270262045464492e-06
EX_ncam_e_m,-0.00018754025264599281,-0.0003209124075248272,-9.676701564248042e-05,-0.00038268597780596506,-9.994733196055643e-05,-3.785907619747282e-11,-7.736720058598415e-05,-6.301054546347511e-05,-2.532417316430485e-05
EX_no3_e_m,-0.03438007689754794,-0.034380733363596386,-0.03437994594104042,-0.03437821539564822,-0.03438000371660881,-0.03437998677710965,-0.03437992853920645,-0.034379967471310904,-0.0343800154404721
EX_no_e_m,-0.034379730576238166,-0.03438001982604738,-0.03437958433518572,-0.03437053843035922,-0.03438000533043738,-0.034379998508930115,-0.034379738929505,-0.03437794750449242,-0.03438109631346018
EX_pnto__R_e_m,-4.564394388984019e-05,-8.382243503788923e-05,-0.00011050607641006401,-8.432041302811681e-05,-6.697894545705578e-05,0.011550458655656522,0.17371701107493773,0.23056666837715745,-4.26322177098311e-05
EX_ptrc_e_m,-0.03437962233484752,-0.03437975487020996,-0.03437965616868464,-0.034360164765884514,-0.034379992269662527,-0.034380057077037056,-0.034379802395931976,-0.03437807876714394,-0.03437870475915396
EX_pullulan1200_e_m,-0.03437929446426114,-0.024432306456159885,-0.034380016636758985,-0.03437770449480419,-0.033906958298251355,-2.4225839566963233e-09,-0.00706272880855177,-0.015642174736385843,-0.005847419550581572
EX_so4_e_m,-3.437960406723933,-3.438000025023032,-3.437995858138399,-3.437362687739009,-3.4379999988744627,-3.438000001356613,-3.4379990396012423,-3.437833593444137,-3.4379986740964146
EX_trp__L_e_m,-0.06876001290385905,-0.06876007626715645,-0.06875996658428896,-0.06875886430088876,-0.06875999990603317,-0.06876000014122065,-0.06876012398019538,-0.06875983424136886,-0.06875995383335914
EX_tyr__L_e_m,-0.01097361020397094,-0.026998164960978267,-0.0058066080199499475,-0.0226094405377883,-0.008124445919982813,-0.005583004790114349,-0.011371966112138155,-0.006288452741875122,-0.0031409767443804286
EX_val__L_e_m,-0.06875990411002511,-0.06875993061883524,-0.06875954339051796,-0.06875006181414497,-0.06876001116954489,-0.06876002599678584,-0.06875976164933695,-0.06875992430448696,-0.06875872599180764
EX_raffin_e_m,-0.03417703737732673,-0.03438002201476144,-0.034379504649390366,-0.034273365191234,-0.03437999972503824,-0.03437999843366347,-0.03437853161708815,-0.03437860688863138,-0.03437785970108709
EX_rbt_e_m,-0.03436629721375503,-1.4724884888971966e-09,-0.03437916891342237,-0.034260647338269404,-0.03437999920153442,-5.363764901334553e-10,-0.034378916417905594,-0.034379237500312486,-0.03437651978317731
EX_spmd_e_m,1.4995587796290944e-07,0.011561298412677765,2.9313632038753857e-07,-2.11063994222486e-06,0.014292117016420048,4.6121465489826216e-11,1.2208834554812628e-07,0.022271253857894587,0.026269911243329953
EX_rib__D_e_m,-0.03437411979344853,-0.03438004788000839,-0.034377659975775354,-0.03374501765496337,-0.023279704832928266,-0.03437999876267153,-0.0343765427419618,-0.034263056188896794,-0.0343732875132303
EX_salchs4fe_e_m,-0.00021716597490992816,-1.107295201863376e-08,-4.6720456258250284e-05,-0.00263787948269813,-0.00011619512503672852,-4.423989423248146e-09,-0.00010506334669263933,-0.0007865476464430607,-5.0792692506607604e-05
EX_salchs4_e_m,0.00021727822913761782,1.1073125855345496e-08,4.7023798205860424e-05,0.0026412754108043244,0.00011619512599257886,4.425410655416209e-09,0.00010622741376151253,0.0007868498477775873,5.096041497202565e-05
EX_sbt__D_e_m,-0.034373713958494395,-0.034379994555505326,-0.03437891497019172,-0.03431901604922321,-0.03437999733300316,-0.03437999986805008,-0.03437514796509077,-0.034376408500242775,-0.03437847317802038
EX_skm_e_m,-0.03437500244076308,-0.034379998709129334,-0.03437558549103857,-0.02806700951769278,-0.03437999613068795,-0.034380000863931524,-0.034376716257774095,-0.034374121888304576,-0.03437861246322295
EX_s_e_m,0.008384241401346148,0.002717311766435819,0.046205553684068465,0.5958117635399185,0.07036669208603727,3.7236634745883763,0.14867852283787783,0.052988674913615336,0.0004277689756692521
