"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_5_unicycler.faa_1_1",0,0,0,0,0,2.05432935599103,0,1.02949701750079,1.92248975314474
"bin_5_unicycler.faa_1_100",2.48898245611096,0,0,0,0,1.17721752440581,3.02368039305804,2.36883811331924,1.62904190434725
"bin_5_unicycler.faa_1_1000",0,0,0,0,0,0,0,0,2.37466403962798
"bin_5_unicycler.faa_1_1003",0,0,0,0,0,1.17721752440581,0,1.02949701750079,1.92248975314474
"bin_5_unicycler.faa_1_1005",0,1.39790535480042,0,0,0,0.705492311488249,0,2.04402240769844,0.763574515331009
"bin_5_unicycler.faa_1_1006",0,0,0,0,0,0,3.02368039305804,1.62415934290962,1.26025662513917
"bin_5_unicycler.faa_1_1007",0,0,0,0,0,1.8167242702861,1.47669217441002,2.04402240769844,2.99583132074179
"bin_5_unicycler.faa_1_1008",0,0.862029589186242,0,1.36154916872541,0,0,0,0,1.26025662513917
"bin_5_unicycler.faa_1_101",4.44375143524069,3.19785518859207,0,0,2.25678802548215,4.12086838539693,2.19099335277359,3.22195432251509,0.763574515331009
"bin_5_unicycler.faa_1_1010",1.72548348471706,3.19785518859207,0,3.38095899210895,3.6250118167999,4.40479641398284,0,3.75443317490468,2.46858233804608
"bin_5_unicycler.faa_1_1011",2.48898245611096,2.5620741309935,0,1.7460609066069,0,2.59588750826849,0,2.36883811331924,1.62904190434725
"bin_5_unicycler.faa_1_1012",3.35440099588213,3.0632167213017,0,3.26796309201225,0,1.8167242702861,0,1.8493112063462,2.16622010405034
"bin_5_unicycler.faa_1_1013",0,3.81572872467599,0,0,0,2.25827957849124,0,1.02949701750079,2.04949582566294
"bin_5_unicycler.faa_1_1014",2.48898245611096,4.67399760651361,0,2.86362892420472,0,1.8167242702861,0,1.62415934290962,3.28112649184344
"bin_5_unicycler.faa_1_1015",3.35440099588213,5.23999781706961,0,5.4389401317298,3.09736219783912,3.76702130829151,2.19099335277359,2.95764179302818,3.90244357564976
"bin_5_unicycler.faa_1_1016",0,2.09436244134424,0,0,0,1.8167242702861,3.54826316644514,1.02949701750079,1.26025662513917
"bin_5_unicycler.faa_1_1018",1.72548348471706,0,0,2.86362892420472,0,0,0,1.02949701750079,1.92248975314474
"bin_5_unicycler.faa_1_1019",0,1.39790535480042,0,0,0,1.17721752440581,0,0,1.26025662513917
"bin_5_unicycler.faa_1_102",0,0.862029589186242,0,1.7460609066069,0,1.17721752440581,0,1.02949701750079,0.763574515331009
"bin_5_unicycler.faa_1_1020",1.72548348471706,0,0,0,0,1.8167242702861,0,2.36883811331924,0.763574515331009
"bin_5_unicycler.faa_1_1021",0,2.09436244134424,0,2.86362892420472,0,1.53211898954187,0,1.35725282958331,0
"bin_5_unicycler.faa_1_1022",2.48898245611096,3.539619858711,0,2.049358627425,0,3.62674501076424,0,4.26475917888446,3.83351179485815
"bin_5_unicycler.faa_1_1023",2.48898245611096,2.09436244134424,0,1.36154916872541,0,2.25827957849124,0,2.7500101032438,3.33199070205571
"bin_5_unicycler.faa_1_1028",0,0,0,0,0,0,0,2.04402240769844,2.37466403962798
"bin_5_unicycler.faa_1_103",3.50856707527674,4.84790570156169,0,3.91900498102701,3.09736219783912,3.47134571852573,0,3.37459605341535,2.79293439737123
"bin_5_unicycler.faa_1_1031",0,0,0,0,0,1.17721752440581,0,1.62415934290962,2.71842384596306
"bin_5_unicycler.faa_1_1034",0,1.78775863562954,0,0,0,0,0,1.02949701750079,0.763574515331009
"bin_5_unicycler.faa_1_1035",4.84211958535631,5.7803408559695,0,5.08584105726444,3.09736219783912,4.22184840049676,4.23503686294585,5.82553673765894,6.02652652206531
"bin_5_unicycler.faa_1_1036",0,1.39790535480042,0,0,0,0,0,2.36883811331924,1.26025662513917
"bin_5_unicycler.faa_1_1040",2.48898245611096,2.09436244134424,0,1.36154916872541,2.25678802548215,1.8167242702861,0,1.62415934290962,1.26025662513917
"bin_5_unicycler.faa_1_1042",1.72548348471706,3.19785518859207,0,2.51319477269512,2.25678802548215,1.8167242702861,0,1.02949701750079,1.26025662513917
"bin_5_unicycler.faa_1_1044",0,0,0,0,0,0,0,1.02949701750079,1.26025662513917
"bin_5_unicycler.faa_1_1046",0,2.09436244134424,0,1.36154916872541,0,3.29716419482845,3.93213594670681,2.04402240769844,2.16622010405034
"bin_5_unicycler.faa_1_1047",1.72548348471706,2.5620741309935,0,2.51319477269512,0,2.59588750826849,3.02368039305804,2.63379438704008,2.71842384596306
"bin_5_unicycler.faa_1_1048",0,3.19785518859207,0,3.58343086368987,0,2.25827957849124,0,1.62415934290962,2.16622010405034
"bin_5_unicycler.faa_1_1049",2.98563302744438,2.09436244134424,0,0,0,0,3.02368039305804,2.85755800537696,2.16622010405034
"bin_5_unicycler.faa_1_105",4.72115402391741,6.05327386644038,0,4.98218984547725,4.7789884866472,7.31565643553109,4.0915212888189,6.90965641014264,6.79293923980904
"bin_5_unicycler.faa_1_1050",2.48898245611096,0,0,0,0,0,0,1.35725282958331,1.92248975314474
"bin_5_unicycler.faa_1_1051",1.72548348471706,2.09436244134424,0,0,0,1.17721752440581,0,1.62415934290962,0.763574515331009
"bin_5_unicycler.faa_1_1052",0,0,0,0,2.25678802548215,1.17721752440581,0,0.604694035982079,0
"bin_5_unicycler.faa_1_1053",0,2.5620741309935,0,3.14535918433334,0,1.8167242702861,0,2.04402240769844,2.86378497137883
"bin_5_unicycler.faa_1_1054",3.6478379059066,4.2469444174595,0,2.049358627425,0,3.38688205331789,0,4.14249505299545,4.20494615683574
"bin_5_unicycler.faa_1_1055",1.72548348471706,2.09436244134424,0,0,0,1.8167242702861,0,2.63379438704008,0
