"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_20_operams.faa_1_1",4.07363213595898,3.43895265032075,3.74107475091162,3.67553522528084,0,0,0,2.90333905871116,4.92181523359827
"bin_20_operams.faa_1_10",3.38736997812476,3.10933430850053,4.05545479212914,3.38156176429009,0,0,0,3.96194824675758,3.09834826362567
"bin_20_operams.faa_1_100",6.00355893439929,5.89072343745647,6.17371918846897,6.32029225760052,4.16786120165718,3.68861190056563,4.73010442896341,5.43062442295945,7.38729609126304
"bin_20_operams.faa_1_101",3.51472493880717,3.97887635618674,3.89633525947618,3.86236615380749,0,0,0,2.08432958629456,1.53161561177384
"bin_20_operams.faa_1_102",2.16240059244464,3.30165536190288,3.78716570559499,3.01194429634639,3.62248288233043,0,0,4.99038349671187,1.53161561177384
"bin_20_operams.faa_1_103",3.27671671737417,3.37193666544005,3.20907526660401,2.35674380454805,0,0,0,4.23452347754977,3.7324984749654
"bin_20_operams.faa_1_104",2.28181074198508,2.37409561720086,2.68392926599806,1.97979796469125,3.62248288233043,3.68861190056563,0,0,2.51796486604606
"bin_20_operams.faa_1_105",3.98841973077237,4.0012223443882,4.57224425116534,3.70840262763541,0,0,0,5.19568532442798,4.17151491369365
"bin_20_operams.faa_1_106",0.471226919766041,1.68487065641094,1.76020230848305,1.97979796469125,0,0,0,0,0
"bin_20_operams.faa_1_107",1.73019539449399,1.56997307707737,1.33301739356562,1.46812817444594,0,0,0,2.08432958629456,0
"bin_20_operams.faa_1_108",3.36049210257422,3.14990429383346,3.27525428843172,1.86787297236311,0,0,0,2.90333905871116,3.38618614232764
"bin_20_operams.faa_1_109",2.88239862437964,2.62494387108229,2.41706383474253,2.08366142732455,0,0,0,2.08432958629456,1.53161561177384
"bin_20_operams.faa_1_11",2.72272279759334,2.30392200689734,3.80967050182226,2.08366142732455,0,0,0,2.90333905871116,2.51796486604606
"bin_20_operams.faa_1_112",0.471226919766041,0,0.901622580905431,0,0,0,0,0,0
"bin_20_operams.faa_1_114",0.825847348358655,1.15744465521654,2.73185193647613,1.74652892924051,0,0,0,2.55118862224825,2.73839659401608
"bin_20_operams.faa_1_115",0,0,0,1.12283924895497,0,0,0,2.08432958629456,0
"bin_20_operams.faa_1_116",0,0,2.01384835589735,0,0,0,0,2.08432958629456,1.53161561177384
"bin_20_operams.faa_1_117",0.471226919766041,1.44512692171114,1.84979823413011,0,0,0,0,3.18617559644759,3.38618614232764
"bin_20_operams.faa_1_119",3.18777506773392,2.62494387108229,3.33853024156258,1.97979796469125,3.62248288233043,0,0,4.46369234969171,5.47557671578916
"bin_20_operams.faa_1_12",2.09877233432484,2.83856844330053,2.2947667593428,2.08366142732455,0,0,0,0,0
"bin_20_operams.faa_1_120",0.471226919766041,0,0.901622580905431,0,0,0,0,0,0
"bin_20_operams.faa_1_123",1.73019539449399,0.988772557995654,1.45224318286871,1.46812817444594,0,0,0,2.08432958629456,0
"bin_20_operams.faa_1_124",0.975057682730714,0.577487256094702,0.520128476901781,1.12283924895497,0,0,0,0,0
"bin_20_operams.faa_1_125",0.471226919766041,0,0,0,2.73510830726381,0,0,2.08432958629456,0
"bin_20_operams.faa_1_126",1.11027219378827,1.89039362826924,1.76020230848305,0.668006248266043,0,0,0,0,0
"bin_20_operams.faa_1_127",3.84065790692483,3.5940204011876,4.41966689184414,3.34021658807363,3.62248288233043,0,0,3.18617559644759,4.31548956534484
"bin_20_operams.faa_1_128",2.22334074420369,2.68138792880161,1.20304378707191,3.11359780350857,0,0,0,2.08432958629456,2.73839659401608
"bin_20_operams.faa_1_129",2.4945320947361,2.93458200257045,3.42852652596419,2.18054702667148,0,0,0,0,1.53161561177384
"bin_20_operams.faa_1_13",2.76432890075134,3.26518764948763,2.95014844015578,3.83285992832482,0,0,0,2.08432958629456,4.566396911657
"bin_20_operams.faa_1_130",2.91970134468992,2.44101367816755,1.45224318286871,3.01194429634639,0,4.63155323656571,0,3.42254781706966,2.73839659401608
"bin_20_operams.faa_1_131",4.07363213595898,3.22777416638827,2.95014844015578,3.01194429634639,0,0,0,2.90333905871116,3.38618614232764
"bin_20_operams.faa_1_132",2.84410573597365,3.14990429383346,1.45224318286871,3.20855776545321,0,0,0,2.08432958629456,1.53161561177384
"bin_20_operams.faa_1_133",4.0058696160035,3.06759036329904,3.24254421312872,2.78424364940531,0,0,0,2.08432958629456,3.09834826362567
"bin_20_operams.faa_1_134",2.4945320947361,2.88737380670991,3.0289878819048,2.90258156884797,0,0,0,0,3.09834826362567
"bin_20_operams.faa_1_135",3.85997720502776,3.95617879701925,4.28158887354004,2.78424364940531,0,0,0,3.62558955726828,3.62603782958753
"bin_20_operams.faa_1_136",3.15686615703418,2.44101367816755,2.2947667593428,2.27133361620033,0,0,0,0,0
"bin_20_operams.faa_1_137",3.36049210257422,3.97887635618674,3.71746505878063,3.46085873292327,0,0,0,4.66139895903967,3.62603782958753
"bin_20_operams.faa_1_138",6.40968999692047,6.40817300303,6.37576369073291,6.37761239104344,3.62248288233043,0,0,6.04035760386879,6.02894927850288
"bin_20_operams.faa_1_139",1.45327820618778,1.44512692171114,2.01384835589735,0.913273190841942,0,0,0,0,0
"bin_20_operams.faa_1_14",3.56267735330912,2.73570656131287,2.82317080758746,2.84462561141367,0,0,0,0,3.38618614232764
"bin_20_operams.faa_1_140",3.18777506773392,2.62494387108229,3.10374128523007,3.46085873292327,0,0,0,2.55118862224825,1.53161561177384
"bin_20_operams.faa_1_141",3.09298784598787,2.1524221290901,3.39914715589188,3.70840262763541,0,3.68861190056563,0,0,3.09834826362567
"bin_20_operams.faa_1_142",2.16240059244464,0.988772557995654,2.01384835589735,1.46812817444594,0,0,0,0,1.53161561177384
"bin_20_operams.faa_1_143",2.39208851807428,2.07025589612594,2.6343598692615,3.01194429634639,0,0,0,2.90333905871116,1.53161561177384
"bin_20_operams.faa_1_144",2.4945320947361,2.83856844330053,3.10374128523007,1.46812817444594,0,0,0,2.90333905871116,2.73839659401608
"bin_20_operams.faa_1_145",2.59018111521329,2.30392200689734,3.20907526660401,1.12283924895497,0,0,0,2.08432958629456,0.960175903498383
"bin_20_operams.faa_1_146",2.99153227454511,3.18936454739514,2.52979908116433,3.06366618874056,2.73510830726381,0,0,2.90333905871116,3.38618614232764
"bin_20_operams.faa_1_147",4.21537575266632,3.78643392158674,4.55902145462603,4.31063254282055,0,0,0,3.42254781706966,3.38618614232764
"bin_20_operams.faa_1_148",3.33310396206271,3.33722394309678,3.27525428843172,3.38156176429009,0,0,0,1.38978150316088,0
"bin_20_operams.faa_1_149",4.4244692977944,4.06625574778693,4.32909846741156,4.33188143364962,0,0,0,3.42254781706966,4.01156304190994
"bin_20_operams.faa_1_15",2.44421941071994,2.56620126001589,2.52979908116433,2.90258156884797,0,0,0,2.08432958629456,0
"bin_20_operams.faa_1_150",4.99562169433017,5.45370095744352,5.82177698899209,5.03559253972513,0,0,0,4.10466367700403,5.41291942769045
"bin_20_operams.faa_1_151",4.84863445472204,5.15799276747597,4.40496150446623,4.45319401938995,3.62248288233043,0,0,3.42254781706966,2.92956940125552
"bin_20_operams.faa_1_152",4.80942237410917,4.89707117109988,4.75728877280773,3.94742810630446,0,0,0,3.18617559644759,2.92956940125552
"bin_20_operams.faa_1_153",3.91642972610505,3.06759036329904,2.08937005926215,2.65532460811775,0,0,2.88460507562258,3.80354936908755,2.73839659401608
"bin_20_operams.faa_1_154",1.11027219378827,0,0.901622580905431,1.61403362600627,0,0,4.73010442896341,0,0
"bin_20_operams.faa_1_2",0.471226919766041,0.317447597620467,1.20304378707191,0,0,0,0,0,1.53161561177384
"bin_20_operams.faa_1_23",0,0,0.520128476901781,1.46812817444594,0,0,0,0,0
"bin_20_operams.faa_1_24",5.64554503938934,5.79803808533039,5.40785991492919,5.68226064505969,0,3.68861190056563,0,5.06211300456701,5.24322489911441
"bin_20_operams.faa_1_25",2.95606381586942,2.37409561720086,2.6343598692615,2.78424364940531,0,0,0,2.90333905871116,0
"bin_20_operams.faa_1_26",1.81182917494112,2.07025589612594,1.66467158963425,2.35674380454805,4.56269173030177,0,0,2.08432958629456,1.53161561177384
"bin_20_operams.faa_1_27",4.58400826356441,4.40477816679104,4.46290453919435,4.76579821723122,0,0,5.29683252330637,4.10466367700403,4.82887859760624
"bin_20_operams.faa_1_28",4.95127601771892,4.31842859684656,5.06850836601611,4.43367048428078,0,0,0,4.91490021387015,4.92181523359827
"bin_20_operams.faa_1_29",2.54314913733452,2.68138792880161,3.10374128523007,3.53602333312698,0,0,0,3.42254781706966,2.2576709619572
"bin_20_operams.faa_1_3",2.59018111521329,3.22777416638827,2.41706383474253,2.18054702667148,3.62248288233043,0,0,2.90333905871116,2.73839659401608
"bin_20_operams.faa_1_30",2.16240059244464,1.7912888422581,2.01384835589735,2.18054702667148,0,0,0,2.08432958629456,2.73839659401608
"bin_20_operams.faa_1_31",3.89785658407605,3.88586152223052,5.0591467132378,3.53602333312698,0,0,4.73010442896341,4.10466367700403,3.38618614232764
"bin_20_operams.faa_1_32",4.65208459266099,5.22598233928036,5.27669083015917,5.1831903581164,3.62248288233043,0,0,4.23452347754977,5.20675220390712
"bin_20_operams.faa_1_33",1.34775162829695,1.98312590046642,1.76020230848305,1.97979796469125,0,0,0,3.18617559644759,0
"bin_20_operams.faa_1_34",2.59018111521329,2.504964912613,2.73185193647613,2.78424364940531,0,0,0,2.90333905871116,2.73839659401608
"bin_20_operams.faa_1_35",0.975057682730714,0.988772557995654,2.2947667593428,0,0,0,0,2.08432958629456,1.53161561177384
"bin_20_operams.faa_1_36",3.65405023778484,1.7912888422581,3.51323690684883,1.46812817444594,0,0,0,2.90333905871116,3.38618614232764
"bin_20_operams.faa_1_37",2.84410573597365,2.98029426221105,3.45731952891397,2.35674380454805,0,0,0,2.08432958629456,3.38618614232764
"bin_20_operams.faa_1_38",2.4945320947361,1.68487065641094,3.39914715589188,2.51374476195591,0,0,0,3.42254781706966,2.2576709619572
"bin_20_operams.faa_1_39",1.11027219378827,2.1524221290901,0.520128476901781,0.372325688327314,0,0,0,0,3.38618614232764
"bin_20_operams.faa_1_4",2.16240059244464,2.504964912613,2.41706383474253,0.668006248266043,0,0,0,0,0
