"","Read_Count_A1","Read_Count_A2","Read_Count_A3","Read_Count_A4","Read_Count_A5","Read_Count_A6","Read_Count_A7","Read_Count_A8","Read_Count_A9"
"bin_51_operams.faa_1_10",0,0,0,0,0,0,0,2.04844214794166,0.763003663360495
"bin_51_operams.faa_1_100",0,0,0,0,0,0,0,1.62810181596498,1.62810181596498
"bin_51_operams.faa_1_105",0,0,0,0,0,0,0,0,1.62810181596498
"bin_51_operams.faa_1_106",0,0,0,0,0,2.19709395001028,0,0,0
"bin_51_operams.faa_1_11",0,0,0,0,0,2.19709395001028,0,0,1.25944739292352
"bin_51_operams.faa_1_113",0,1.81496585316463,0,2.41324018972028,0,2.19709395001028,0,2.37354261176021,1.25944739292352
"bin_51_operams.faa_1_114",0,0,0,0,0,2.37382596557195,1.81496585316463,1.62810181596498,2.55560532656339
"bin_51_operams.faa_1_115",0,0,0,0,0,3.03052937224189,1.17584808101226,2.04844214794166,1.62810181596498
"bin_51_operams.faa_1_116",0,0,0,0,0,2.53125164001849,0,3.37986649866486,1.62810181596498
"bin_51_operams.faa_1_120",0,1.81496585316463,0,0,0,2.19709395001028,0,0,1.62810181596498
"bin_51_operams.faa_1_125",0,0,0,0,0,1.13434085252367,2.59383802586763,0,1.62810181596498
"bin_51_operams.faa_1_126",0,0,0,0,0,0,0,1.62810181596498,1.62810181596498
"bin_51_operams.faa_1_127",0,0,0,0,0,1.13434085252367,0,0,2.37354261176021
"bin_51_operams.faa_1_132",0,0,0,0,0,1.76144055671754,0,0,1.25944739292352
"bin_51_operams.faa_1_133",0,0,0,0,0,1.13434085252367,0,1.0324748152106,0.763003663360495
"bin_51_operams.faa_1_136",0,0,0,0,0,0,0,1.62810181596498,1.92146697070519
"bin_51_operams.faa_1_137",0,0,2.50173339756769,0,0,1.13434085252367,2.59383802586763,1.62810181596498,1.92146697070519
"bin_51_operams.faa_1_140",0,0,0,0,0,1.99564953731026,0,0,0
"bin_51_operams.faa_1_141",0,0,0,0,0,1.76144055671754,0,1.62810181596498,0
"bin_51_operams.faa_1_143",0,1.81496585316463,0,0,0,2.19709395001028,0,0,0
"bin_51_operams.faa_1_144",0,1.17584808101226,0,0,0,0,0,1.62810181596498,1.62810181596498
"bin_51_operams.faa_1_149",0,0,0,0,0,2.19709395001028,0,0,0.763003663360495
"bin_51_operams.faa_1_150",0,0,0,0,1.61820657287605,2.19709395001028,0,3.22716211845476,3.99873099030855
"bin_51_operams.faa_1_155",0,0,0,1.661451637785,0,1.13434085252367,0,0,1.0324748152106
"bin_51_operams.faa_1_156",0,0,0,0,0,1.76144055671754,0,0,0.763003663360495
"bin_51_operams.faa_1_159",0,0,0,0,0,2.19709395001028,0,0,0.763003663360495
"bin_51_operams.faa_1_164",2.71085867064479,1.17584808101226,0,0,0,0,1.17584808101226,1.62810181596498,1.25944739292352
"bin_51_operams.faa_1_166",0,0,0,0,0,3.22747572810954,0,1.62810181596498,2.55560532656339
"bin_51_operams.faa_1_167",0,1.81496585316463,0,0,2.36173003484264,1.13434085252367,1.81496585316463,1.0324748152106,2.16514033293391
"bin_51_operams.faa_1_168",0,0,0,0,0,2.19709395001028,0,0,2.55560532656339
"bin_51_operams.faa_1_169",0,1.81496585316463,0,0,0,2.53125164001849,0,2.37354261176021,0
"bin_51_operams.faa_1_171",0,0,0,0,0,2.53125164001849,1.81496585316463,0,2.37354261176021
"bin_51_operams.faa_1_172",0,0,0,0,0,1.99564953731026,0,1.62810181596498,0.763003663360495
"bin_51_operams.faa_1_174",0,0,0,0,0,0,1.17584808101226,0,2.16514033293391
"bin_51_operams.faa_1_175",0,0,0,0,0,2.53125164001849,0,0,0
"bin_51_operams.faa_1_177",0,1.81496585316463,0,0,0,1.76144055671754,0,0,1.62810181596498
"bin_51_operams.faa_1_180",1.68654302689973,1.81496585316463,0,0,0,1.76144055671754,0,1.62810181596498,0
"bin_51_operams.faa_1_181",0,0,0,0,0,0,0,0,1.62810181596498
"bin_51_operams.faa_1_182",0,0,0,0,1.61820657287605,1.13434085252367,0,0,1.25944739292352
"bin_51_operams.faa_1_184",0,0,0,0,0,0,1.81496585316463,0,1.25944739292352
"bin_51_operams.faa_1_185",1.68654302689973,1.81496585316463,0,0,0,0,0,2.86258648216823,2.7172455982135
"bin_51_operams.faa_1_186",0,0,0,0,0,0,3.46911130868593,0,1.25944739292352
"bin_51_operams.faa_1_187",0,0,0,0,0,0,0,1.62810181596498,1.45551807097156
"bin_51_operams.faa_1_188",0,0,0,0,0,0,0,0,1.62810181596498
"bin_51_operams.faa_1_190",0,0,0,0,0,1.13434085252367,0,0,2.55560532656339
"bin_51_operams.faa_1_192",0,0,0,0,0,0,0,1.62810181596498,1.25944739292352
"bin_51_operams.faa_1_195",1.68654302689973,1.81496585316463,0,2.41324018972028,0,4.04765807162291,0,2.86258648216823,3.11556953110832
"bin_51_operams.faa_1_196",0,0,0,0,0,0,0,2.04844214794166,1.45551807097156
"bin_51_operams.faa_1_197",0,0,1.73631371864369,0,0,1.76144055671754,0,2.37354261176021,3.56118091186154
"bin_51_operams.faa_1_2",0,0,0,0,0,2.19709395001028,0,0,1.25944739292352
"bin_51_operams.faa_1_204",2.9366915404796,1.81496585316463,0,0,0,0,0,1.62810181596498,1.25944739292352
"bin_51_operams.faa_1_22",0,1.17584808101226,2.99918510956346,2.41324018972028,0,0,0,0,0.763003663360495
"bin_51_operams.faa_1_224",0,2.59383802586763,0,0,0,2.80238189238427,2.59383802586763,1.62810181596498,1.92146697070519
"bin_51_operams.faa_1_228",0,0,0,0,0,1.13434085252367,1.81496585316463,1.62810181596498,2.37354261176021
"bin_51_operams.faa_1_230",0,0,0,0,0,0,0,1.62810181596498,2.27310125867682
"bin_51_operams.faa_1_231",0,0,0,0,0,1.76144055671754,0,2.04844214794166,2.63868806139701
"bin_51_operams.faa_1_233",0,0,0,0,0,0,0,0,1.62810181596498
